дата_обработки	№_карточки	№_сенсора_и_№_кейса	файлы_на_FTP
2021-09-15 07:00:02	36800	Сенсор № 1002; Кейс № 9455;	ftp://ftp.cloud.gcm/traffic/1002/1631610031_2021_09_14____12_00_31_220991.pcap
2021-09-15 07:00:03	36801	Сенсор № 1076; Кейс № 9458;	ftp://ftp.cloud.gcm/traffic/1076/1631630310_2021_09_14____17_38_30_050104.pcap , ftp://ftp.cloud.gcm/traffic/1076/1631638614_2021_09_14____19_56_54_775649.pcap , ftp://ftp.cloud.gcm/traffic/1076/1631640839_2021_09_14____20_33_59_549884.pcap , ftp://ftp.cloud.gcm/traffic/1076/1631631542_2021_09_14____17_59_02_740210.pcap
2021-09-15 07:00:04	36802	Сенсор № 1072; Кейс № 9444; Воздействие так же направлено на следующие адреса: 91.201.209.252, 91.201.209.243, 91.201.209.242	ftp://ftp.cloud.gcm/traffic/1072/1631596416_2021_09_14____08_13_36_437487.pcap , ftp://ftp.cloud.gcm/traffic/1072/1631590953_2021_09_14____06_42_33_628262.pcap
2021-09-15 07:00:09	36803	Сенсор № 1030; Кейс № 9463;	ftp://ftp.cloud.gcm/traffic/1030/1631584382_2021_09_14____04_53_02_052701.pcap
2021-09-15 07:00:13	36804	Сенсор № 1045; Кейс № 9464; Воздействие так же направлено на следующие адреса: 192.168.100.3, 192.168.100.5	ftp://ftp.cloud.gcm/traffic/1045/1631597606_2021_09_14____08_33_26_533025.pcap , ftp://ftp.cloud.gcm/traffic/1045/1631602808_2021_09_14____10_00_08_094172.pcap , ftp://ftp.cloud.gcm/traffic/1045/1631604604_2021_09_14____10_30_04_022548.pcap , ftp://ftp.cloud.gcm/traffic/1045/1631617211_2021_09_14____14_00_11_024378.pcap , ftp://ftp.cloud.gcm/traffic/1045/1631619353_2021_09_14____14_35_53_476435.pcap , ftp://ftp.cloud.gcm/traffic/1045/1631619355_2021_09_14____14_35_55_534222.pcap , ftp://ftp.cloud.gcm/traffic/1045/1631624410_2021_09_14____16_00_10_405296.pcap , ftp://ftp.cloud.gcm/traffic/1045/1631627473_2021_09_14____16_51_13_567483.pcap , ftp://ftp.cloud.gcm/traffic/1045/1631638808_2021_09_14____20_00_08_201174.pcap , ftp://ftp.cloud.gcm/traffic/1045/1631635209_2021_09_14____19_00_09_328747.pcap , ftp://ftp.cloud.gcm/traffic/1045/1631643904_2021_09_14____21_25_04_213028.pcap , ftp://ftp.cloud.gcm/traffic/1045/1631644462_2021_09_14____21_34_22_583976.pcap
2021-09-15 07:00:14	36805	Сенсор № 1048; Кейс № 9465;	ftp://ftp.cloud.gcm/traffic/1048/1631630316_2021_09_14____17_38_36_397669.pcap
2021-09-15 07:00:14	36806	Сенсор № 1099; Кейс № 9468;	ftp://ftp.cloud.gcm/traffic/1099/1631621680_2021_09_14____15_14_40_152081.pcap
2021-09-15 07:00:14	36807	Сенсор № 1079; Кейс № 9470;	ftp://ftp.cloud.gcm/traffic/1079/1631571259_2021_09_14____01_14_19_621750.pcap
2021-09-15 07:00:15	36808	Сенсор № 1059; Кейс № 9472;	ftp://ftp.cloud.gcm/traffic/1059/1631579960_2021_09_14____03_39_20_693118.pcap
2021-09-15 07:00:15	36809	Сенсор № 1059; Кейс № 9473;	ftp://ftp.cloud.gcm/traffic/1059/1631601486_2021_09_14____09_38_06_231064.pcap
2021-09-15 07:00:15	36810	Сенсор № 1054; Кейс № 9475;	ftp://ftp.cloud.gcm/traffic/1054/1631617208_2021_09_14____14_00_08_055488.pcap
2021-09-15 07:00:17	36811	Сенсор № 1054; Кейс № 9476;	ftp://ftp.cloud.gcm/traffic/1054/1631584357_2021_09_14____04_52_37_286641.pcap
2021-09-15 07:00:26	36812	Сенсор № 1010; Кейс № 9466; Воздействие так же направлено на следующие адреса: 93.187.72.67	ftp://ftp.cloud.gcm/traffic/1010/1631650557_2021_09_14____23_15_57_610566.pcap , ftp://ftp.cloud.gcm/traffic/1010/1631646762_2021_09_14____22_12_42_327857.pcap , ftp://ftp.cloud.gcm/traffic/1010/1631643884_2021_09_14____21_24_44_639611.pcap , ftp://ftp.cloud.gcm/traffic/1010/1631643764_2021_09_14____21_22_44_657048.pcap , ftp://ftp.cloud.gcm/traffic/1010/1631643284_2021_09_14____21_14_44_453825.pcap , ftp://ftp.cloud.gcm/traffic/1010/1631645920_2021_09_14____21_58_40_776416.pcap , ftp://ftp.cloud.gcm/traffic/1010/1631641524_2021_09_14____20_45_24_547365.pcap
2021-09-15 07:00:27	36813	Сенсор № 1010; Кейс № 9477;	ftp://ftp.cloud.gcm/traffic/1010/1631646010_2021_09_14____22_00_10_096339.pcap
2021-09-15 07:00:40	36814	Сенсор № 1094; Кейс № 9478;	ftp://ftp.cloud.gcm/traffic/1094/1631573143_2021_09_14____01_45_43_283951.pcap , ftp://ftp.cloud.gcm/traffic/1094/1631573145_2021_09_14____01_45_45_517168.pcap , ftp://ftp.cloud.gcm/traffic/1094/1631573149_2021_09_14____01_45_49_752618.pcap , ftp://ftp.cloud.gcm/traffic/1094/1631589078_2021_09_14____06_11_18_645363.pcap , ftp://ftp.cloud.gcm/traffic/1094/1631592407_2021_09_14____07_06_47_920307.pcap , ftp://ftp.cloud.gcm/traffic/1094/1631611951_2021_09_14____12_32_31_856673.pcap
2021-09-15 07:00:44	36815	Сенсор № 1060; Кейс № 9480;	ftp://ftp.cloud.gcm/traffic/1060/1631657635_2021_09_15____01_13_55_737260.pcap , ftp://ftp.cloud.gcm/traffic/1060/1631573151_2021_09_14____01_45_51_682464.pcap
2021-09-15 07:00:50	36816	Сенсор № 1088; Кейс № 9482;	ftp://ftp.cloud.gcm/traffic/1088/1631584456_2021_09_14____04_54_16_046907.pcap
2021-09-15 07:30:02	36817	Сенсор № 1070; Кейс № 9484;	ftp://ftp.cloud.gcm/traffic/1070/1631573125_2021_09_14____01_45_25_433829.pcap , ftp://ftp.cloud.gcm/traffic/1070/1631570839_2021_09_14____01_07_19_156670.pcap
2021-09-15 07:30:03	36818	Сенсор № 1012; Кейс № 9485; Воздействие так же направлено на следующие адреса: 195.93.246.143, 195.93.247.22	ftp://ftp.cloud.gcm/traffic/1012/1631573171_2021_09_14____01_46_11_523326.pcap , ftp://ftp.cloud.gcm/traffic/1012/1631569620_2021_09_14____00_47_00_634764.pcap , ftp://ftp.cloud.gcm/traffic/1012/1631568746_2021_09_14____00_32_26_274620.pcap
2021-09-15 07:30:04	36819	Сенсор № 1012; Кейс № 9486; Воздействие так же направлено на следующие адреса: 195.93.246.234	ftp://ftp.cloud.gcm/traffic/1012/1631570823_2021_09_14____01_07_03_317442.pcap , ftp://ftp.cloud.gcm/traffic/1012/1631570821_2021_09_14____01_07_01_184177.pcap
2021-09-15 13:00:01	36820	Сенсор № 1079; Кейс № 9431;	ftp://ftp.cloud.gcm/traffic/1079/1631531061_2021_09_13____14_04_21_749733.pcap , ftp://ftp.cloud.gcm/traffic/1079/1631531061_2021_09_13____14_04_21_976367.pcap
2021-09-15 14:30:01	36821	Сенсор № 1099; Кейс № 9500;	ftp://ftp.cloud.gcm/traffic/1099/1631681056_2021_09_15____07_44_16_969334.pcap
2021-09-15 15:00:03	36822	Сенсор № 1002; Кейс № 9494;	ftp://ftp.cloud.gcm/traffic/1002/1631692809_2021_09_15____11_00_09_860186.pcap
