дата_обработки	№_карточки	№_сенсора_и_№_кейса	файлы_на_FTP
2021-12-08 07:00:01	38873	Сенсор № 1038; Кейс № 12977;	ftp://ftp.cloud.gcm/traffic/1038/1638846009_2021_12_07____06_00_09_935737.pcap
2021-12-08 07:00:02	38874	Сенсор № 1032; Кейс № 12978;	ftp://ftp.cloud.gcm/traffic/1032/1638877417_2021_12_07____14_43_37_629186.pcap
2021-12-08 07:00:02	38875	Сенсор № 1048; Кейс № 12979;	ftp://ftp.cloud.gcm/traffic/1048/1638899224_2021_12_07____20_47_04_793666.pcap
2021-12-08 07:00:03	38876	Сенсор № 1051; Кейс № 12982;	ftp://ftp.cloud.gcm/traffic/1051/1638842099_2021_12_07____04_54_59_540771.pcap
2021-12-08 08:00:03	38877	Сенсор № 1076сенсор № 1066сенсор № 1051сенсор № 1073сенсор № 1080сенсор № 1038сенсор № 1012сенсор № 1072сенсор № 1028сенсор № 1029; Кейс № 12965; Воздействие так же направлено на следующие адреса: 91.223.217.104, 192.168.1.103, 195.93.246.234, 91.223.217.89, 91.201.211.109, 217.25.235.148, 195.93.246.211, 62.76.145.192, 91.211.60.66, 194.226.132.66, 46.61.209.156	ftp://ftp.cloud.gcm/traffic/1051/1638907612_2021_12_07____23_06_52_885741.pcap , ftp://ftp.cloud.gcm/traffic/1028/1638922877_2021_12_08____03_21_17_954782.pcap , ftp://ftp.cloud.gcm/traffic/1076/1638883936_2021_12_07____16_32_16_573158.pcap , ftp://ftp.cloud.gcm/traffic/1066/1638885232_2021_12_07____16_53_52_877146.pcap , ftp://ftp.cloud.gcm/traffic/1012/1638939373_2021_12_08____07_56_13_879984.pcap , ftp://ftp.cloud.gcm/traffic/1080/1638883938_2021_12_07____16_32_18_622123.pcap , ftp://ftp.cloud.gcm/traffic/1028/1638923706_2021_12_08____03_35_06_903687.pcap , ftp://ftp.cloud.gcm/traffic/1072/1638911366_2021_12_08____00_09_26_052889.pcap , ftp://ftp.cloud.gcm/traffic/1012/1638885235_2021_12_07____16_53_55_187889.pcap , ftp://ftp.cloud.gcm/traffic/1038/1638883925_2021_12_07____16_32_05_486799.pcap , ftp://ftp.cloud.gcm/traffic/1029/1638885218_2021_12_07____16_53_38_871621.pcap , ftp://ftp.cloud.gcm/traffic/1073/1638904894_2021_12_07____22_21_34_932997.pcap
2021-12-08 11:30:01	38878	Сенсор № 1093; Кейс № 12989;	ftp://ftp.cloud.gcm/traffic/1093/1638942187_2021_12_08____08_43_07_516822.pcap
2021-12-08 11:30:02	38879	Сенсор № 1105; Кейс № 12981;	ftp://ftp.cloud.gcm/traffic/1105/1638900548_2021_12_07____21_09_08_543280.pcap , ftp://ftp.cloud.gcm/traffic/1105/1638899894_2021_12_07____20_58_14_114423.pcap
2021-12-08 11:30:03	38880	Сенсор № 1002; Кейс № 12984;	ftp://ftp.cloud.gcm/traffic/1002/1638908552_2021_12_07____23_22_32_462503.pcap , ftp://ftp.cloud.gcm/traffic/1002/1638908568_2021_12_07____23_22_48_586405.pcap , ftp://ftp.cloud.gcm/traffic/1002/1638906710_2021_12_07____22_51_50_694640.pcap
2021-12-08 11:30:03	38881	Сенсор № 1054; Кейс № 12864;	ftp://ftp.cloud.gcm/traffic/1054/1638629333_2021_12_04____17_48_53_100926.pcap
2021-12-08 11:30:04	38882	Сенсор № 1105; Кейс № 12922; Воздействие так же направлено на следующие адреса: 172.17.85.23, 172.17.85.14, 172.17.85.13, 172.17.85.84, 172.17.85.71, 172.17.85.70, 172.17.85.19, 172.17.85.20, 172.17.85.21, 172.17.85.18, 172.17.85.22, 172.17.85.10, 172.17.85.15, 172.17.85.12, 172.17.85.17, 172.17.85.16, 172.17.85.25	ftp://ftp.cloud.gcm/traffic/1105/1638811152_2021_12_06____20_19_12_490933.pcap
