дата_обработки	№_карточки	№_сенсора_и_№_кейса	файлы_на_FTP
2021-06-30 09:00:02	34954	Сенсор № 1028; Кейс № 5814;	ftp://ftp.cloud.gcm/traffic/1028/1624983728_2021_06_29____19_22_08_867819.pcap
2021-06-30 09:00:02	34955	Сенсор № 1041; Кейс № 5815;	ftp://ftp.cloud.gcm/traffic/1041/1624991330_2021_06_29____21_28_50_635258.pcap
2021-06-30 09:00:03	34956	Сенсор № 1017; Кейс № 5816;	ftp://ftp.cloud.gcm/traffic/1017/1624994934_2021_06_29____22_28_54_796420.pcap
2021-06-30 09:00:03	34957	Сенсор № 1041; Кейс № 5817;	ftp://ftp.cloud.gcm/traffic/1041/1625025464_2021_06_30____06_57_44_939230.pcap
2021-06-30 09:00:03	34958	Сенсор № 1036; Кейс № 5819;	ftp://ftp.cloud.gcm/traffic/1036/1624980423_2021_06_29____18_27_03_120605.pcap
2021-06-30 09:00:04	34959	Сенсор № 1017; Кейс № 5820;	ftp://ftp.cloud.gcm/traffic/1017/1624977969_2021_06_29____17_46_09_878562.pcap
2021-06-30 09:00:04	34960	Сенсор № 1070; Кейс № 5821; Воздействие так же направлено на следующие адреса: 62.33.223.106, 62.33.223.108	ftp://ftp.cloud.gcm/traffic/1070/1624977464_2021_06_29____17_37_44_354757.pcap
2021-06-30 09:00:04	34961	Сенсор № 1106; Кейс № 5822;	ftp://ftp.cloud.gcm/traffic/1106/1624982178_2021_06_29____18_56_18_992365.pcap
2021-06-30 09:30:02	34962	Сенсор № 1052; Кейс № 5823;	ftp://ftp.cloud.gcm/traffic/1052/1625030814_2021_06_30____08_26_54_471073.pcap
2021-06-30 09:30:03	34963	Сенсор № 1135; Кейс № 5777;	ftp://ftp.cloud.gcm/traffic/1135/1624948359_2021_06_29____09_32_39_921595.pcap
2021-06-30 10:00:02	34964	Сенсор № 1036; Кейс № 5806; Воздействие так же направлено на следующие адреса: 188.254.49.99, 188.254.49.99, 188.254.49.99	ftp://ftp.cloud.gcm/traffic/1036/1624969720_2021_06_29____15_28_40_645656.pcap , ftp://ftp.cloud.gcm/traffic/1036/1624969720_2021_06_29____15_28_40_645656.pcap , ftp://ftp.cloud.gcm/traffic/1036/1624974616_2021_06_29____16_50_16_247264.pcap , ftp://ftp.cloud.gcm/traffic/1036/1624974616_2021_06_29____16_50_16_247264.pcap
2021-06-30 12:00:01	34965	Сенсор № 1131; Кейс № 5827;	ftp://ftp.cloud.gcm/traffic/1131/1625035740_2021_06_30____09_49_00_940859.pcap
2021-06-30 12:00:02	34966	Сенсор № 1133; Кейс № 5828;	ftp://ftp.cloud.gcm/traffic/1133/1625017025_2021_06_30____04_37_05_883832.pcap
2021-06-30 12:00:02	34967	Сенсор № 1076; Кейс № 5824;	ftp://ftp.cloud.gcm/traffic/1076/1625010218_2021_06_30____02_43_38_488640.pcap
2021-06-30 12:30:02	34968	Сенсор № 1045; Кейс № 5826;	ftp://ftp.cloud.gcm/traffic/1045/1625010167_2021_06_30____02_42_47_634641.pcap
2021-06-30 12:30:02	34969	Сенсор № 1070; Кейс № 5830;	ftp://ftp.cloud.gcm/traffic/1070/1625034648_2021_06_30____09_30_48_860366.pcap
2021-06-30 12:30:02	34970	Сенсор № 1052; Кейс № 5831;	ftp://ftp.cloud.gcm/traffic/1052/1625031877_2021_06_30____08_44_37_400939.pcap
2021-06-30 13:00:01	34971	Сенсор № 1114; Кейс № 5829; Воздействие так же направлено на следующие адреса: 192.168.132.142	ftp://ftp.cloud.gcm/traffic/1114/1625010209_2021_06_30____02_43_29_727718.pcap , ftp://ftp.cloud.gcm/traffic/1114/1625013639_2021_06_30____03_40_39_218848.pcap , ftp://ftp.cloud.gcm/traffic/1114/1625010207_2021_06_30____02_43_27_615718.pcap
2021-06-30 13:30:02	34972	Сенсор № 1012; Кейс № 5833;	ftp://ftp.cloud.gcm/traffic/1012/1625035577_2021_06_30____09_46_17_369195.pcap
2021-06-30 13:30:02	34973	Сенсор № 1130; Кейс № 5834;	ftp://ftp.cloud.gcm/traffic/1130/1625047215_2021_06_30____13_00_15_550838.pcap
2021-06-30 15:00:01	34974	Сенсор № 1002; Кейс № 5836;	ftp://ftp.cloud.gcm/traffic/1002/1625047219_2021_06_30____13_00_19_469679.pcap
2021-06-30 15:00:01	34975	Сенсор № 1030; Кейс № 5837;	ftp://ftp.cloud.gcm/traffic/1030/1625030367_2021_06_30____08_19_27_387745.pcap
2021-06-30 15:00:11	34976	Сенсор № 1076; Кейс № 5838;	ftp://ftp.cloud.gcm/traffic/1076/1625010216_2021_06_30____02_43_36_297058.pcap
2021-06-30 15:00:11	34977	Сенсор № 1065; Кейс № 5839;	ftp://ftp.cloud.gcm/traffic/1065/1625010205_2021_06_30____02_43_25_227208.pcap
2021-06-30 15:30:02	34978	Сенсор № 1112; Кейс № 5841;	ftp://ftp.cloud.gcm/traffic/1112/1625010200_2021_06_30____02_43_20_895000.pcap
2021-06-30 16:00:02	34979	Сенсор № 1072; Кейс № 5844;	ftp://ftp.cloud.gcm/traffic/1072/1625011213_2021_06_30____03_00_13_321280.pcap
2021-06-30 16:00:02	34980	Сенсор № 1131; Кейс № 5846;	ftp://ftp.cloud.gcm/traffic/1131/1625056546_2021_06_30____15_35_46_742174.pcap
2021-06-30 16:30:02	34981	Сенсор № 1106; Кейс № 5835; Воздействие так же направлено на следующие адреса: 212.22.95.37	ftp://ftp.cloud.gcm/traffic/1106/1625049987_2021_06_30____13_46_27_464749.pcap
2021-06-30 17:00:02	34982	Сенсор № 1130; Кейс № 5849;	ftp://ftp.cloud.gcm/traffic/1130/1625060250_2021_06_30____16_37_30_015821.pcap
2021-06-30 17:30:02	34983	Сенсор № 1072; Кейс № 5843; Воздействие так же направлено на следующие адреса: 91.201.209.253, 91.201.209.245, 91.201.209.251, 91.201.209.242, 91.201.209.243, 91.201.209.252, 91.201.209.250	ftp://ftp.cloud.gcm/traffic/1072/1625042758_2021_06_30____11_45_58_803027.pcap , ftp://ftp.cloud.gcm/traffic/1072/1625036837_2021_06_30____10_07_17_296413.pcap , ftp://ftp.cloud.gcm/traffic/1072/1625026797_2021_06_30____07_19_57_618871.pcap , ftp://ftp.cloud.gcm/traffic/1072/1625053385_2021_06_30____14_43_05_099174.pcap , ftp://ftp.cloud.gcm/traffic/1072/1625001374_2021_06_30____00_16_14_773921.pcap , ftp://ftp.cloud.gcm/traffic/1072/1625030302_2021_06_30____08_18_22_474698.pcap
2021-06-30 17:30:03	34984	Сенсор № 1125; Кейс № 5840;	ftp://ftp.cloud.gcm/traffic/1125/1625018182_2021_06_30____04_56_22_633238.pcap
2021-06-30 18:00:02	34985	Сенсор № 1066; Кейс № 5852;	ftp://ftp.cloud.gcm/traffic/1066/1625062264_2021_06_30____17_11_04_303305.pcap
