дата_обработки	№_карточки	№_сенсора_и_№_кейса	файлы_на_FTP
2021-08-10 09:00:02	36151	Сенсор № 1099; Кейс № 7926;	ftp://ftp.cloud.gcm/traffic/1099/1628526372_2021_08_09____19_26_12_022999.pcap
2021-08-10 09:00:02	36152	Сенсор № 1052; Кейс № 7932;	ftp://ftp.cloud.gcm/traffic/1052/1628521712_2021_08_09____18_08_32_382064.pcap
2021-08-10 09:00:02	36153	Сенсор № 1028; Кейс № 7934;	ftp://ftp.cloud.gcm/traffic/1028/1628534966_2021_08_09____21_49_26_138032.pcap
2021-08-10 09:00:03	36154	Сенсор № 1134; Кейс № 7935;	ftp://ftp.cloud.gcm/traffic/1134/1628520686_2021_08_09____17_51_26_119686.pcap , ftp://ftp.cloud.gcm/traffic/1134/1628519777_2021_08_09____17_36_17_830495.pcap
2021-08-10 09:00:03	36155	Сенсор № 1072; Кейс № 7947;	ftp://ftp.cloud.gcm/traffic/1072/1628539758_2021_08_09____23_09_18_242557.pcap
2021-08-10 09:00:03	36156	Сенсор № 1051; Кейс № 7951;	ftp://ftp.cloud.gcm/traffic/1051/1628539981_2021_08_09____23_13_01_887057.pcap
2021-08-10 09:00:04	36157	Сенсор № 1012; Кейс № 7952;	ftp://ftp.cloud.gcm/traffic/1012/1628537691_2021_08_09____22_34_51_133349.pcap
2021-08-10 09:00:04	36158	Сенсор № 1017; Кейс № 7953;	ftp://ftp.cloud.gcm/traffic/1017/1628520635_2021_08_09____17_50_35_615486.pcap , ftp://ftp.cloud.gcm/traffic/1017/1628537637_2021_08_09____22_33_57_730193.pcap , ftp://ftp.cloud.gcm/traffic/1017/1628519876_2021_08_09____17_37_56_430241.pcap
2021-08-10 09:00:05	36159	Сенсор № 1036; Кейс № 7954;	ftp://ftp.cloud.gcm/traffic/1036/1628523515_2021_08_09____18_38_35_787685.pcap
2021-08-10 09:00:05	36160	Сенсор № 1071; Кейс № 7955;	ftp://ftp.cloud.gcm/traffic/1071/1628530105_2021_08_09____20_28_25_549818.pcap
