дата_обработки	№_карточки	№_сенсора_и_№_кейса	файлы_на_FTP
2021-11-16 07:00:02	38296	Сенсор № 1121; Кейс № 12156; Воздействие так же направлено на следующие адреса: 10.131.253.6	ftp://ftp.cloud.gcm/traffic/1121/1637004189_2021_11_15____22_23_09_967461.pcap
2021-11-16 07:00:03	38297	Сенсор № 1060; Кейс № 12157;	ftp://ftp.cloud.gcm/traffic/1060/1636999950_2021_11_15____21_12_30_806338.pcap
2021-11-16 07:00:03	38298	Сенсор № 1092; Кейс № 12158;	ftp://ftp.cloud.gcm/traffic/1092/1637001386_2021_11_15____21_36_26_136257.pcap
2021-11-16 07:00:03	38299	Сенсор № 1065; Кейс № 12159;	ftp://ftp.cloud.gcm/traffic/1065/1637005896_2021_11_15____22_51_36_599188.pcap
2021-11-16 07:00:04	38300	Сенсор № 1024; Кейс № 12160;	ftp://ftp.cloud.gcm/traffic/1024/1637002516_2021_11_15____21_55_16_186723.pcap
2021-11-16 07:00:04	38301	Сенсор № 1038; Кейс № 12161;	ftp://ftp.cloud.gcm/traffic/1038/1637032058_2021_11_16____06_07_38_947093.pcap
2021-11-16 09:30:01	38302	Сенсор № 1052; Кейс № 12153;	ftp://ftp.cloud.gcm/traffic/1052/1636999945_2021_11_15____21_12_25_678319.pcap
2021-11-16 09:30:01	38303	Сенсор № 1002; Кейс № 12162;	ftp://ftp.cloud.gcm/traffic/1002/1637026766_2021_11_16____04_39_26_567820.pcap
2021-11-16 11:00:01	38304	Сенсор № 1065; Кейс № 12170;	ftp://ftp.cloud.gcm/traffic/1065/1636980777_2021_11_15____15_52_57_991059.pcap
2021-11-16 11:30:02	38305	Сенсор № 1102; Кейс № 12169;	ftp://ftp.cloud.gcm/traffic/1102/1637004185_2021_11_15____22_23_05_849673.pcap
2021-11-16 11:30:02	38306	Сенсор № 1048; Кейс № 12165;	ftp://ftp.cloud.gcm/traffic/1048/1637036308_2021_11_16____07_18_28_643476.pcap
2021-11-16 12:00:02	38307	Сенсор № 1038; Кейс № 12166;	ftp://ftp.cloud.gcm/traffic/1038/1637036440_2021_11_16____07_20_40_598719.pcap
2021-11-16 12:00:02	38308	Сенсор № 1051; Кейс № 12171;	ftp://ftp.cloud.gcm/traffic/1051/1636983411_2021_11_15____16_36_51_365564.pcap
2021-11-16 12:30:01	38309	Сенсор № 1117; Кейс № 12173;	ftp://ftp.cloud.gcm/traffic/1117/1637002021_2021_11_15____21_47_01_958066.pcap
2021-11-16 12:30:02	38310	Сенсор № 1066; Кейс № 12174;	ftp://ftp.cloud.gcm/traffic/1066/1637003333_2021_11_15____22_08_53_897416.pcap
2021-11-16 13:00:02	38311	Сенсор № 1035; Кейс № 12175;	ftp://ftp.cloud.gcm/traffic/1035/1637011912_2021_11_16____00_31_52_077365.pcap
2021-11-16 13:30:01	38312	Сенсор № 1028; Кейс № 12176;	ftp://ftp.cloud.gcm/traffic/1028/1637022624_2021_11_16____03_30_24_297156.pcap
2021-11-16 13:30:06	38313	Сенсор № 1072; Кейс № 12177;	ftp://ftp.cloud.gcm/traffic/1072/1637024498_2021_11_16____04_01_38_603123.pcap
2021-11-16 13:30:06	38314	Сенсор № 1065; Кейс № 12178;	ftp://ftp.cloud.gcm/traffic/1065/1637025276_2021_11_16____04_14_36_193485.pcap
2021-11-16 15:00:02	38315	Сенсор № 1002; Кейс № 12180;	ftp://ftp.cloud.gcm/traffic/1002/1637030001_2021_11_16____05_33_21_132497.pcap
2021-11-16 15:30:01	38316	Сенсор № 1028; Кейс № 12182;	ftp://ftp.cloud.gcm/traffic/1028/1637039355_2021_11_16____08_09_15_487299.pcap
2021-11-16 16:00:02	38317	Сенсор № 1017; Кейс № 12155;	ftp://ftp.cloud.gcm/traffic/1017/1636988449_2021_11_15____18_00_49_587148.pcap
2021-11-16 16:00:02	38318	Сенсор № 1130; Кейс № 12183;	ftp://ftp.cloud.gcm/traffic/1130/1637041339_2021_11_16____08_42_19_597437.pcap
2021-11-16 16:30:02	38319	Сенсор № 1003; Кейс № 12163;	ftp://ftp.cloud.gcm/traffic/1003/1636996982_2021_11_15____20_23_02_177090.pcap
2021-11-16 16:30:02	38320	Сенсор № 1035; Кейс № 12184;	ftp://ftp.cloud.gcm/traffic/1035/1637062760_2021_11_16____14_39_20_853357.pcap
2021-11-16 17:00:02	38321	Сенсор № 1130; Кейс № 12185;	ftp://ftp.cloud.gcm/traffic/1130/1637043076_2021_11_16____09_11_16_131217.pcap
2021-11-16 17:30:02	38321	Сенсор № 1038; Кейс № 12034;	ftp://ftp.cloud.gcm:21/traffic/1038/1636647501_2021_11_11____19_18_21_480775.pcap , ftp://ftp.cloud.gcm/traffic/1038/1636621948_2021_11_11____12_12_28_840257.pcap
2021-11-16 17:30:04	38322	Сенсор № 1065; Кейс № 12186;	ftp://ftp.cloud.gcm/traffic/1065/1637047563_2021_11_16____10_26_03_869394.pcap
2021-11-16 17:30:08	38323	Сенсор № 1046; Кейс № 12189;	ftp://ftp.cloud.gcm/traffic/1046/1637070073_2021_11_16____16_41_13_856402.pcap
2021-11-16 18:00:02	38324	Сенсор № 1106; Кейс № 12188;	ftp://ftp.cloud.gcm/traffic/1106/1637058505_2021_11_16____13_28_25_742840.pcap
2021-11-16 18:30:01	38325	Сенсор № 1051; Кейс № 12190;	ftp://ftp.cloud.gcm/traffic/1051/1636995533_2021_11_15____19_58_53_485181.pcap
