дата_обработки	№_карточки	№_сенсора_и_№_кейса	файлы_на_FTP
2021-06-28 09:01:26	34840	Сенсор № 1073; Кейс № 5637;	ftp://ftp.cloud.gcm/traffic/1073/1624607286_2021_06_25____10_48_06_821398.pcap
2021-06-28 09:01:26	34841	Сенсор № 1070; Кейс № 5657; Воздействие так же направлено на следующие адреса: 62.33.223.107, 62.33.223.109, 62.33.223.115, 62.33.223.106	ftp://ftp.cloud.gcm/traffic/1070/1624622618_2021_06_25____15_03_38_815018.pcap , ftp://ftp.cloud.gcm/traffic/1070/1624611977_2021_06_25____12_06_17_648883.pcap , ftp://ftp.cloud.gcm/traffic/1070/1624630566_2021_06_25____17_16_06_534132.pcap , ftp://ftp.cloud.gcm/traffic/1070/1624609583_2021_06_25____11_26_23_552247.pcap , ftp://ftp.cloud.gcm/traffic/1070/1624618952_2021_06_25____14_02_32_561812.pcap , ftp://ftp.cloud.gcm/traffic/1070/1624609324_2021_06_25____11_22_04_247518.pcap
2021-06-28 09:01:37	34842	Сенсор № 1036; Кейс № 5659;	ftp://ftp.cloud.gcm/traffic/1036/1624641371_2021_06_25____20_16_11_789787.pcap , ftp://ftp.cloud.gcm/traffic/1036/1624640259_2021_06_25____19_57_39_890750.pcap , ftp://ftp.cloud.gcm/traffic/1036/1624643653_2021_06_25____20_54_13_382428.pcap , ftp://ftp.cloud.gcm/traffic/1036/1624639555_2021_06_25____19_45_55_367763.pcap
2021-06-28 09:01:37	34843	Сенсор № 1134; Кейс № 5660;	ftp://ftp.cloud.gcm/traffic/1134/1624572311_2021_06_25____01_05_11_204661.pcap
2021-06-28 09:01:55	34844	Сенсор № 1017; Кейс № 5658;	ftp://ftp.cloud.gcm/traffic/1017/1624612740_2021_06_25____12_19_00_760333.pcap , ftp://ftp.cloud.gcm/traffic/1017/1624608883_2021_06_25____11_14_43_471580.pcap , ftp://ftp.cloud.gcm/traffic/1017/1624610334_2021_06_25____11_38_54_601472.pcap , ftp://ftp.cloud.gcm/traffic/1017/1624632844_2021_06_25____17_54_04_905335.pcap , ftp://ftp.cloud.gcm/traffic/1017/1624610328_2021_06_25____11_38_48_085543.pcap , ftp://ftp.cloud.gcm/traffic/1017/1624608910_2021_06_25____11_15_10_011844.pcap , ftp://ftp.cloud.gcm/traffic/1017/1624635065_2021_06_25____18_31_05_194853.pcap
2021-06-28 09:01:56	34845	Сенсор № 1059; Кейс № 5661;	ftp://ftp.cloud.gcm/traffic/1059/1624646345_2021_06_25____21_39_05_505757.pcap
2021-06-28 09:01:56	34846	Сенсор № 1059; Кейс № 5662;	ftp://ftp.cloud.gcm/traffic/1059/1624648276_2021_06_25____22_11_16_114540.pcap
2021-06-28 09:01:57	34847	Сенсор № 1066; Кейс № 5663;	ftp://ftp.cloud.gcm/traffic/1066/1624648493_2021_06_25____22_14_53_355034.pcap
2021-06-28 09:01:57	34848	Сенсор № 1118; Кейс № 5672;	ftp://ftp.cloud.gcm/traffic/1118/1624665613_2021_06_26____03_00_13_545048.pcap
2021-06-28 09:01:57	34849	Сенсор № 1118; Кейс № 5674;	ftp://ftp.cloud.gcm/traffic/1118/1624665612_2021_06_26____03_00_12_569404.pcap
2021-06-28 09:01:58	34850	Сенсор № 1012; Кейс № 5675;	ftp://ftp.cloud.gcm/traffic/1012/1624654476_2021_06_25____23_54_36_983796.pcap
2021-06-28 09:01:58	34851	Сенсор № 1084; Кейс № 5673;	ftp://ftp.cloud.gcm/traffic/1084/1624654374_2021_06_25____23_52_54_945820.pcap
2021-06-28 09:02:05	34852	Сенсор № 1106; Кейс № 5677;	ftp://ftp.cloud.gcm/traffic/1106/1624628340_2021_06_25____16_39_00_875611.pcap
2021-06-28 09:02:05	34853	Сенсор № 1088; Кейс № 5676;	ftp://ftp.cloud.gcm/traffic/1088/1624654470_2021_06_25____23_54_30_312187.pcap
2021-06-28 09:02:09	34854	Сенсор № 1072; Кейс № 5678;	ftp://ftp.cloud.gcm/traffic/1072/1624509396_2021_06_24____07_36_36_525466.pcap
2021-06-28 09:02:10	34855	Сенсор № 1010; Кейс № 5679;	ftp://ftp.cloud.gcm/traffic/1010/1624687072_2021_06_26____08_57_52_257371.pcap
2021-06-28 09:02:11	34856	Сенсор № 1122; Кейс № 5680;	ftp://ftp.cloud.gcm/traffic/1122/1624685226_2021_06_26____08_27_06_792212.pcap
