дата_обработки	№_карточки	№_сенсора_и_№_кейса	файлы_на_FTP
2021-10-06 07:00:02	37270	Сенсор № 1002; Кейс № 10388;	ftp://ftp.cloud.gcm/traffic/1002/1633438090_2021_10_05____15_48_10_358645.pcap
2021-10-06 07:00:03	37271	Сенсор № 1002; Кейс № 10389;	ftp://ftp.cloud.gcm/traffic/1002/1633415987_2021_10_05____09_39_47_766668.pcap
2021-10-06 07:00:03	37272	Сенсор № 1017; Кейс № 10392;	ftp://ftp.cloud.gcm/traffic/1017/1633450581_2021_10_05____19_16_21_613236.pcap
2021-10-06 07:00:04	37273	Сенсор № 1010; Кейс № 10393;	ftp://ftp.cloud.gcm/traffic/1010/1633444328_2021_10_05____17_32_08_690518.pcap
2021-10-06 07:00:04	37274	Сенсор № 1012; Кейс № 10394;	ftp://ftp.cloud.gcm/traffic/1012/1633451022_2021_10_05____19_23_42_330060.pcap
2021-10-06 07:00:04	37275	Сенсор № 1038; Кейс № 10395;	ftp://ftp.cloud.gcm/traffic/1038/1633416679_2021_10_05____09_51_19_786874.pcap
2021-10-06 07:00:05	37276	Сенсор № 1095; Кейс № 10396;	ftp://ftp.cloud.gcm/traffic/1095/1633455101_2021_10_05____20_31_41_094193.pcap
2021-10-06 07:00:06	37277	Сенсор № 1079; Кейс № 10397;	ftp://ftp.cloud.gcm/traffic/1079/1633455560_2021_10_05____20_39_20_317070.pcap
2021-10-06 07:00:13	37278	Сенсор № 1094; Кейс № 10398;	ftp://ftp.cloud.gcm/traffic/1094/1633456492_2021_10_05____20_54_52_678830.pcap , ftp://ftp.cloud.gcm/traffic/1094/1633457655_2021_10_05____21_14_15_074875.pcap
2021-10-06 07:00:13	37279	Сенсор № 1079; Кейс № 10401;	ftp://ftp.cloud.gcm/traffic/1079/1633469567_2021_10_06____00_32_47_469867.pcap
2021-10-06 08:00:02	37280	Сенсор № 1030; Кейс № 10403;	ftp://ftp.cloud.gcm/traffic/1030/1633486076_2021_10_06____05_07_56_729178.pcap
2021-10-06 08:30:02	37281	Сенсор № 1088; Кейс № 10404;	ftp://ftp.cloud.gcm/traffic/1088/1633481911_2021_10_06____03_58_31_672493.pcap
2021-10-06 09:00:02	37282	Сенсор № 1076; Кейс № 10400;	ftp://ftp.cloud.gcm/traffic/1076/1633465496_2021_10_05____23_24_56_562104.pcap
2021-10-06 09:30:03	37283	Сенсор № 1106; Кейс № 10405;	ftp://ftp.cloud.gcm/traffic/1106/1633472154_2021_10_06____01_15_54_434002.pcap , ftp://ftp.cloud.gcm/traffic/1106/1633475005_2021_10_06____02_03_25_923216.pcap , ftp://ftp.cloud.gcm/traffic/1106/1633482972_2021_10_06____04_16_12_966505.pcap , ftp://ftp.cloud.gcm/traffic/1106/1633488733_2021_10_06____05_52_13_091833.pcap
2021-10-06 09:30:04	37284	Сенсор № 1106; Кейс № 10407;	ftp://ftp.cloud.gcm/traffic/1106/1633490190_2021_10_06____06_16_30_376219.pcap
2021-10-06 09:30:08	37285	Сенсор № 1106; Кейс № 10408;	ftp://ftp.cloud.gcm/traffic/1106/1633472542_2021_10_06____01_22_22_716094.pcap
