дата_обработки	№_карточки	№_сенсора_и_№_кейса	файлы_на_FTP
2021-06-25 09:00:01	34823	Сенсор № 1017; Кейс № 5633;	ftp://ftp.cloud.gcm/traffic/1017/1624549536_2021_06_24____18_45_36_701377.pcap
2021-06-25 09:00:02	34824	Сенсор № 1017; Кейс № 5634;	ftp://ftp.cloud.gcm/traffic/1017/1624559033_2021_06_24____21_23_53_870516.pcap
2021-06-25 09:00:02	34825	Сенсор № 1028; Кейс № 5635;	ftp://ftp.cloud.gcm/traffic/1028/1624539811_2021_06_24____16_03_31_810740.pcap
2021-06-25 11:30:01	34826	Сенсор № 1088; Кейс № 5639;	ftp://ftp.cloud.gcm/traffic/1088/1624578493_2021_06_25____02_48_13_649553.pcap
2021-06-25 12:00:02	34827	Сенсор № 1073; Кейс № 5641;	ftp://ftp.cloud.gcm/traffic/1073/1624609068_2021_06_25____11_17_48_766870.pcap
2021-06-25 12:30:02	34828	Сенсор № 1072; Кейс № 5644;	ftp://ftp.cloud.gcm/traffic/1072/1624611612_2021_06_25____12_00_12_566276.pcap
2021-06-25 14:00:02	34829	Сенсор № 1053; Кейс № 5647;	ftp://ftp.cloud.gcm/traffic/1053/1624611641_2021_06_25____12_00_41_458489.pcap
2021-06-25 15:00:02	34830	Сенсор № 1072; Кейс № 5648;	ftp://ftp.cloud.gcm/traffic/1072/1624611613_2021_06_25____12_00_13_625354.pcap
2021-06-25 15:30:02	34831	Сенсор № 1044; Кейс № 5649;	ftp://ftp.cloud.gcm/traffic/1044/1624608049_2021_06_25____11_00_49_765279.pcap
2021-06-25 16:00:01	34832	Сенсор № 1133; Кейс № 5650;	ftp://ftp.cloud.gcm/traffic/1133/1624614452_2021_06_25____12_47_32_567497.pcap
2021-06-25 16:00:02	34833	Сенсор № 1051; Кейс № 5651;	ftp://ftp.cloud.gcm/traffic/1051/1624624856_2021_06_25____15_40_56_806774.pcap
2021-06-25 17:00:02	34834	Сенсор № 1051; Кейс № 5652;	ftp://ftp.cloud.gcm/traffic/1051/1624628243_2021_06_25____16_37_23_045600.pcap
2021-06-25 18:00:02	34835	Сенсор № 1072; Кейс № 5643;	ftp://ftp.cloud.gcm/traffic/1072/1624611614_2021_06_25____12_00_14_124427.pcap
2021-06-25 18:00:02	34836	Сенсор № 1035; Кейс № 5655;	ftp://ftp.cloud.gcm/traffic/1035/1624632671_2021_06_25____17_51_11_427812.pcap
2021-06-25 18:30:02	34837	Сенсор № 1048; Кейс № 5656;	ftp://ftp.cloud.gcm/traffic/1048/1624633263_2021_06_25____18_01_03_211762.pcap
2021-06-25 18:30:04	34838	Сенсор № 1036; Кейс № 5653; Воздействие так же направлено на следующие адреса: 188.254.49.99	ftp://ftp.cloud.gcm/traffic/1036/1624617245_2021_06_25____13_34_05_384928.pcap , ftp://ftp.cloud.gcm/traffic/1036/1624619419_2021_06_25____14_10_19_148760.pcap , ftp://ftp.cloud.gcm/traffic/1036/1624617237_2021_06_25____13_33_57_378076.pcap , ftp://ftp.cloud.gcm/traffic/1036/1624625810_2021_06_25____15_56_50_517090.pcap
2021-06-25 18:30:06	34839	Сенсор № 1036; Кейс № 5654; Воздействие так же направлено на следующие адреса: 77.243.12.233	ftp://ftp.cloud.gcm/traffic/1036/1624612439_2021_06_25____12_13_59_619745.pcap , ftp://ftp.cloud.gcm/traffic/1036/1624570637_2021_06_25____00_37_17_570914.pcap , ftp://ftp.cloud.gcm/traffic/1036/1624613900_2021_06_25____12_38_20_972554.pcap , ftp://ftp.cloud.gcm/traffic/1036/1624570787_2021_06_25____00_39_47_236069.pcap
