дата_обработки	№_карточки	№_сенсора_и_№_кейса	файлы_на_FTP
2021-07-14 09:00:02	35427	Сенсор № 1053; Кейс № 6459;	ftp://ftp.cloud.gcm/traffic/1053/1626185802_2021_07_13____17_16_42_224103.pcap
2021-07-14 09:00:02	35428	Сенсор № 1079; Кейс № 6462;	ftp://ftp.cloud.gcm/traffic/1079/1626184820_2021_07_13____17_00_20_245049.pcap
2021-07-14 09:00:02	35429	Сенсор № 1017; Кейс № 6463;	ftp://ftp.cloud.gcm/traffic/1017/1626194333_2021_07_13____19_38_53_299552.pcap
2021-07-14 09:00:03	35430	Сенсор № 1009; Кейс № 6468;	ftp://ftp.cloud.gcm/traffic/1009/1626216469_2021_07_14____01_47_49_543390.pcap
2021-07-14 09:00:03	35431	Сенсор № 1054; Кейс № 6469;	ftp://ftp.cloud.gcm/traffic/1054/1626213703_2021_07_14____01_01_43_228435.pcap
2021-07-14 09:00:04	35432	Сенсор № 1112; Кейс № 6471;	ftp://ftp.cloud.gcm/traffic/1112/1626208244_2021_07_13____23_30_44_689602.pcap
2021-07-14 09:00:04	35433	Сенсор № 1038; Кейс № 6473;	ftp://ftp.cloud.gcm/traffic/1038/1626228757_2021_07_14____05_12_37_845615.pcap , ftp://ftp.cloud.gcm/traffic/1038/1626208210_2021_07_13____23_30_10_466278.pcap
2021-07-14 09:00:04	35434	Сенсор № 1038; Кейс № 6474;	ftp://ftp.cloud.gcm/traffic/1038/1626208208_2021_07_13____23_30_08_099304.pcap
2021-07-14 09:00:05	35435	Сенсор № 1073; Кейс № 6475;	ftp://ftp.cloud.gcm/traffic/1073/1626208198_2021_07_13____23_29_58_396429.pcap
2021-07-14 09:00:05	35436	Сенсор № 1002; Кейс № 6464; Воздействие так же направлено на следующие адреса: 95.173.136.168	ftp://ftp.cloud.gcm/traffic/1002/1626194816_2021_07_13____19_46_56_568681.pcap
2021-07-14 11:30:01	35437	Сенсор № 1059; Кейс № 6483;	ftp://ftp.cloud.gcm/traffic/1059/1626243360_2021_07_14____09_16_00_835277.pcap
2021-07-14 12:00:02	35438	Сенсор № 1028; Кейс № 6477;	ftp://ftp.cloud.gcm/traffic/1028/1626211158_2021_07_14____00_19_18_590419.pcap
2021-07-14 12:30:01	35439	Сенсор № 1130; Кейс № 6476;	ftp://ftp.cloud.gcm/traffic/1130/1626216891_2021_07_14____01_54_51_644206.pcap
2021-07-14 12:30:02	35440	Сенсор № 1065; Кейс № 6458;	ftp://ftp.cloud.gcm/traffic/1065/1626118962_2021_07_12____22_42_42_959233.pcap
2021-07-14 12:30:06	35441	Сенсор № 1054; Кейс № 6456;	ftp://ftp.cloud.gcm/traffic/1054/1626185442_2021_07_13____17_10_42_122728.pcap , ftp://ftp.cloud.gcm/traffic/1054/1626199214_2021_07_13____21_00_14_750678.pcap
2021-07-14 13:00:02	35442	Сенсор № 1133; Кейс № 6488;	ftp://ftp.cloud.gcm/traffic/1133/1626246592_2021_07_14____10_09_52_279809.pcap
2021-07-14 13:30:02	35443	Сенсор № 1051; Кейс № 6491;	ftp://ftp.cloud.gcm/traffic/1051/1626253093_2021_07_14____11_58_13_507508.pcap
2021-07-14 13:30:02	35444	Сенсор № 1063; Кейс № 6495;	ftp://ftp.cloud.gcm/traffic/1063/1626229956_2021_07_14____05_32_36_601011.pcap
2021-07-14 14:30:01	35445	Сенсор № 1039; Кейс № 6486; Воздействие так же направлено на следующие адреса: 91.222.157.8	
2021-07-14 15:00:02	35446	Сенсор № 1088; Кейс № 6489;	ftp://ftp.cloud.gcm/traffic/1088/1626255799_2021_07_14____12_43_19_087027.pcap
2021-07-14 15:30:03	35447	Сенсор № 1040сенсор № 1039; Кейс № 6498; Воздействие так же направлено на следующие адреса: 91.222.157.8, 91.222.157.8, 91.222.157.5, 91.222.157.5, 91.222.157.7	
2021-07-14 15:30:03	35448	Сенсор № 1099; Кейс № 6499;	ftp://ftp.cloud.gcm/traffic/1099/1626263185_2021_07_14____14_46_25_629186.pcap
2021-07-14 15:30:05	35449	Сенсор № 1002сенсор № 1135; Кейс № 6501; Воздействие так же направлено на следующие адреса: 185.183.174.150, 185.183.174.150, 95.173.128.204	ftp://ftp.cloud.gcm/traffic/1135/1624948359_2021_06_29____09_32_39_921595.pcap , ftp://ftp.cloud.gcm/traffic/1135/1624948359_2021_06_29____09_32_39_921595.pcap
2021-07-14 15:30:06	35450	Сенсор № 1089; Кейс № 6492;	ftp://ftp.cloud.gcm/traffic/1089/1626263877_2021_07_14____14_57_57_161022.pcap , ftp://ftp.cloud.gcm/traffic/1089/1626243356_2021_07_14____09_15_56_144268.pcap
2021-07-14 15:30:06	35451	Сенсор № 1072; Кейс № 6493;	ftp://ftp.cloud.gcm/traffic/1072/1626235172_2021_07_14____06_59_32_493809.pcap
2021-07-14 15:30:06	35452	Сенсор № 1079; Кейс № 6494;	ftp://ftp.cloud.gcm/traffic/1079/1626226822_2021_07_14____04_40_22_800208.pcap
2021-07-14 16:00:02	35453	Сенсор № 1084; Кейс № 6452;	ftp://ftp.cloud.gcm/traffic/1084/1626169673_2021_07_13____12_47_53_422741.pcap
2021-07-14 16:00:02	35454	Сенсор № 1017; Кейс № 6496;	ftp://ftp.cloud.gcm/traffic/1017/1626266705_2021_07_14____15_45_05_276618.pcap
2021-07-14 16:30:01	35455	Сенсор № 1002; Кейс № 6289;	ftp://ftp.cloud.gcm/traffic/1002/1625842302_2021_07_09____17_51_42_311691.pcap , ftp://ftp.cloud.gcm/traffic/1002/1625853962_2021_07_09____21_06_02_236382.pcap
2021-07-14 18:00:01	35456	Сенсор № 1035; Кейс № 6507;	ftp://ftp.cloud.gcm/traffic/1035/1626269766_2021_07_14____16_36_06_432382.pcap
2021-07-14 18:30:02	35457	Сенсор № 1017; Кейс № 6508;	ftp://ftp.cloud.gcm/traffic/1017/1626274469_2021_07_14____17_54_29_830130.pcap
2021-07-14 18:30:02	35458	Сенсор № 1040сенсор № 1039; Кейс № 6505; Воздействие так же направлено на следующие адреса: 91.222.157.6, 91.222.157.6, 91.222.157.8, 91.222.157.8, 91.222.157.8, 91.222.157.5, 91.222.157.5, 91.222.157.5, 91.222.157.7, 91.222.157.7, 91.222.157.7, 91.222.157.8	
