дата_обработки	№_карточки	№_сенсора_и_№_кейса	файлы_на_FTP
2021-11-08 15:11:36	37998	Сенсор № 1054; Кейс № 11721;	ftp://ftp.cloud.gcm/traffic/1054/1635842174_2021_11_02____11_36_14_236813.pcap
2021-11-08 15:11:37	37999	Сенсор № 1065; Кейс № 11722;	ftp://ftp.cloud.gcm/traffic/1065/1635842192_2021_11_02____11_36_32_367740.pcap
2021-11-08 15:11:37	38000	Сенсор № 1004; Кейс № 11723;	ftp://ftp.cloud.gcm/traffic/1004/1635842098_2021_11_02____11_34_58_669133.pcap
2021-11-08 15:11:37	38001	Сенсор № 1076; Кейс № 11726;	ftp://ftp.cloud.gcm/traffic/1076/1635842201_2021_11_02____11_36_41_724597.pcap
2021-11-08 15:11:38	38002	Сенсор № 1002; Кейс № 11728;	ftp://ftp.cloud.gcm/traffic/1002/1635849420_2021_11_02____13_37_00_284891.pcap
2021-11-08 15:11:39	38003	Сенсор № 1070сенсор № 1084сенсор № 1073сенсор № 1139сенсор № 1103сенсор № 1072сенсор № 1106сенсор № 1071сенсор № 1053сенсор № 1030; Кейс № 11732; Воздействие так же направлено на следующие адреса: 195.3.183.67, 84.42.56.86, 213.24.76.25, 195.208.58.53, 46.61.243.126, 91.201.210.56, 87.255.235.61, 193.29.19.31, 91.201.210.245, 212.22.95.59, 46.61.243.143, 84.42.56.85	ftp://ftp.cloud.gcm/traffic/1106/1635861160_2021_11_02____16_52_40_058383.pcap , ftp://ftp.cloud.gcm/traffic/1070/1635852697_2021_11_02____14_31_37_022925.pcap , ftp://ftp.cloud.gcm/traffic/1072/1635859115_2021_11_02____16_18_35_151702.pcap , ftp://ftp.cloud.gcm/traffic/1139/1635859431_2021_11_02____16_23_51_766917.pcap , ftp://ftp.cloud.gcm/traffic/1053/1635849429_2021_11_02____13_37_09_861609.pcap , ftp://ftp.cloud.gcm/traffic/1139/1635860023_2021_11_02____16_33_43_205760.pcap , ftp://ftp.cloud.gcm/traffic/1030/1635857539_2021_11_02____15_52_19_296342.pcap , ftp://ftp.cloud.gcm/traffic/1071/1635845126_2021_11_02____12_25_26_231422.pcap , ftp://ftp.cloud.gcm/traffic/1084/1635851133_2021_11_02____14_05_33_871512.pcap , ftp://ftp.cloud.gcm/traffic/1072/1635854487_2021_11_02____15_01_27_980171.pcap , ftp://ftp.cloud.gcm/traffic/1073/1635856205_2021_11_02____15_30_05_585031.pcap , ftp://ftp.cloud.gcm/traffic/1103/1635849432_2021_11_02____13_37_12_281575.pcap
2021-11-08 15:11:40	38004	Сенсор № 1002; Кейс № 11740;	ftp://ftp.cloud.gcm:21/traffic/1002/1635947067_2021_11_03____16_44_27_199613.pcap
2021-11-08 15:11:40	38005	Сенсор № 1052; Кейс № 11743;	ftp://ftp.cloud.gcm/traffic/1052/1635950316_2021_11_03____17_38_36_319274.pcap
2021-11-08 15:11:41	38006	Сенсор № 1051; Кейс № 11745;	ftp://ftp.cloud.gcm/traffic/1051/1635946494_2021_11_03____16_34_54_158930.pcap
2021-11-08 15:11:41	38007	Сенсор № 1125; Кейс № 11746;	ftp://ftp.cloud.gcm/traffic/1125/1635891818_2021_11_03____01_23_38_821827.pcap
2021-11-08 15:11:41	38008	Сенсор № 1066; Кейс № 11747;	ftp://ftp.cloud.gcm/traffic/1066/1635954632_2021_11_03____18_50_32_125847.pcap
2021-11-08 15:11:41	38009	Сенсор № 1106; Кейс № 11751;	ftp://ftp.cloud.gcm/traffic/1106/1635956354_2021_11_03____19_19_14_640099.pcap
2021-11-08 15:11:42	38010	Сенсор № 1133; Кейс № 11752;	ftp://ftp.cloud.gcm/traffic/1133/1635958295_2021_11_03____19_51_35_536236.pcap
2021-11-08 15:11:42	38011	Сенсор № 1051; Кейс № 11753;	ftp://ftp.cloud.gcm/traffic/1051/1635963745_2021_11_03____21_22_25_733243.pcap
2021-11-08 15:11:43	38012	Сенсор № 1072; Кейс № 11760;	ftp://ftp.cloud.gcm/traffic/1072/1635962976_2021_11_03____21_09_36_474833.pcap
2021-11-08 15:11:43	38013	Сенсор № 1029; Кейс № 11761;	ftp://ftp.cloud.gcm/traffic/1029/1635973341_2021_11_04____00_02_21_289834.pcap
2021-11-08 15:11:43	38014	Сенсор № 1139; Кейс № 11762; Воздействие так же направлено на следующие адреса: 46.61.243.126	ftp://ftp.cloud.gcm/traffic/1139/1635949426_2021_11_03____17_23_46_127147.pcap
2021-11-08 15:11:44	38015	Сенсор № 1029; Кейс № 11763;	ftp://ftp.cloud.gcm/traffic/1029/1635971063_2021_11_03____23_24_23_051289.pcap
2021-11-08 15:11:45	38016	Сенсор № 1021; Кейс № 11757;	ftp://ftp.cloud.gcm/traffic/1021/1635956299_2021_11_03____19_18_19_989117.pcap
2021-11-08 15:11:45	38017	Сенсор № 1029; Кейс № 11756;	ftp://ftp.cloud.gcm/traffic/1029/1635966571_2021_11_03____22_09_31_049695.pcap
2021-11-08 15:11:45	38018	Сенсор № 1021; Кейс № 11755;	ftp://ftp.cloud.gcm/traffic/1021/1635963743_2021_11_03____21_22_23_591964.pcap
2021-11-08 15:11:46	38019	Сенсор № 1002; Кейс № 11737; Воздействие так же направлено на следующие адреса: 95.173.136.71	ftp://ftp.cloud.gcm:21/traffic/1002/1635942044_2021_11_03____15_20_44_355875.pcap
2021-11-08 15:11:49	38020	Сенсор № 1036сенсор № 1010сенсор № 1002сенсор № 1013сенсор № 1035сенсор № 1044сенсор № 1040сенсор № 1005сенсор № 1038сенсор № 1052сенсор № 1006сенсор № 1039сенсор № 1029; Кейс № 11738; Воздействие так же направлено на следующие адреса: 95.173.136.163, 95.173.132.86, 95.173.128.113, 95.173.136.82, 95.173.132.23, 95.173.136.70, 95.173.136.71, 95.173.136.78, 95.173.128.141, 95.173.128.90, 95.173.132.72, 95.173.136.174, 95.173.129.88, 93.187.72.194, 77.243.12.229, 10.120.36.112, 77.241.31.10, 46.61.209.32, 46.42.4.253, 46.61.209.92, 10.120.36.98, 10.120.36.16, 10.0.1.170, 93.187.72.193, 46.61.209.73, 195.128.68.90, 46.61.209.239, 93.187.72.67, 46.61.209.225, 91.222.157.3, 185.24.244.11, 91.222.157.5, 93.187.72.23, 91.222.157.1, 10.0.1.116, 217.25.235.150, 194.226.26.228, 77.108.112.251	ftp://ftp.cloud.gcm/traffic/1035/1635944171_2021_11_03____15_56_11_041598.pcap , ftp://ftp.cloud.gcm/traffic/1013/1635944164_2021_11_03____15_56_04_369363.pcap , ftp://ftp.cloud.gcm/traffic/1039/1635944179_2021_11_03____15_56_19_060697.pcap , ftp://ftp.cloud.gcm/traffic/1029/1635944167_2021_11_03____15_56_07_310855.pcap , ftp://ftp.cloud.gcm/traffic/1036/1635944173_2021_11_03____15_56_13_739226.pcap , ftp://ftp.cloud.gcm/traffic/1006/1635944157_2021_11_03____15_55_57_863758.pcap , ftp://ftp.cloud.gcm/traffic/1038/1635948009_2021_11_03____17_00_09_682777.pcap , ftp://ftp.cloud.gcm/traffic/1002/1635947795_2021_11_03____16_56_35_997307.pcap , ftp://ftp.cloud.gcm/traffic/1052/1635945747_2021_11_03____16_22_27_706544.pcap , ftp://ftp.cloud.gcm/traffic/1005/1635947798_2021_11_03____16_56_38_513773.pcap
