дата_обработки	№_карточки	№_сенсора_и_№_кейса	файлы_на_FTP
2021-08-04 09:00:01	35994	Сенсор № 1106; Кейс № 7554; Воздействие так же направлено на следующие адреса: 212.22.95.45	ftp://ftp.cloud.gcm/traffic/1106/1627993193_2021_08_03____15_19_53_638979.pcap
2021-08-04 09:00:02	35995	Сенсор № 1041; Кейс № 7555;	ftp://ftp.cloud.gcm/traffic/1041/1628011548_2021_08_03____20_25_48_894461.pcap
2021-08-04 09:00:02	35996	Сенсор № 1036; Кейс № 7556;	ftp://ftp.cloud.gcm/traffic/1036/1628011082_2021_08_03____20_18_02_783275.pcap
2021-08-04 09:00:02	35997	Сенсор № 1053; Кейс № 7557;	ftp://ftp.cloud.gcm/traffic/1053/1628012209_2021_08_03____20_36_49_891313.pcap
2021-08-04 09:00:03	35998	Сенсор № 1061; Кейс № 7572;	ftp://ftp.cloud.gcm/traffic/1061/1628022404_2021_08_03____23_26_44_441057.pcap
2021-08-04 09:00:04	35999	Сенсор № 1061; Кейс № 7573;	ftp://ftp.cloud.gcm/traffic/1061/1628009086_2021_08_03____19_44_46_784567.pcap
2021-08-04 09:00:04	36000	Сенсор № 1043; Кейс № 7575; Воздействие так же направлено на следующие адреса: 10.20.15.55	ftp://ftp.cloud.gcm/traffic/1043/1628023239_2021_08_03____23_40_39_704774.pcap
2021-08-04 09:00:08	36001	Сенсор № 1043; Кейс № 7576; Воздействие так же направлено на следующие адреса: 10.20.15.55	ftp://ftp.cloud.gcm/traffic/1043/1628024243_2021_08_03____23_57_23_989452.pcap
2021-08-04 09:00:09	36002	Сенсор № 1017; Кейс № 7580;	ftp://ftp.cloud.gcm/traffic/1017/1628036268_2021_08_04____03_17_48_663986.pcap
2021-08-04 09:00:10	36003	Сенсор № 1017; Кейс № 7581;	ftp://ftp.cloud.gcm/traffic/1017/1628036075_2021_08_04____03_14_35_937003.pcap
2021-08-04 11:30:01	36004	Сенсор № 1074; Кейс № 7588;	ftp://ftp.cloud.gcm/traffic/1074/1628037196_2021_08_04____03_33_16_393273.pcap
2021-08-04 13:00:02	36005	Сенсор № 1045; Кейс № 7587;	ftp://ftp.cloud.gcm/traffic/1045/1628029096_2021_08_04____01_18_16_703482.pcap
2021-08-04 13:00:02	36006	Сенсор № 1131; Кейс № 7568;	ftp://ftp.cloud.gcm/traffic/1131/1628065913_2021_08_04____11_31_53_329799.pcap , ftp://ftp.cloud.gcm/traffic/1131/1628012207_2021_08_03____20_36_47_640775.pcap
2021-08-04 13:30:01	36007	Сенсор № 1131; Кейс № 7600;	ftp://ftp.cloud.gcm/traffic/1131/1628068262_2021_08_04____12_11_02_453496.pcap , ftp://ftp.cloud.gcm/traffic/1131/1628069725_2021_08_04____12_35_25_525726.pcap
2021-08-04 14:00:02	36008	Сенсор № 1139; Кейс № 7604;	ftp://ftp.cloud.gcm/traffic/1139/1628060774_2021_08_04____10_06_14_691300.pcap
2021-08-04 16:00:01	36009	Сенсор № 1115; Кейс № 7590;	ftp://ftp.cloud.gcm/traffic/1115/1628064259_2021_08_04____11_04_19_315492.pcap
2021-08-04 16:30:02	36010	Сенсор № 1038; Кейс № 7623;	ftp://ftp.cloud.gcm/traffic/1038/1628034661_2021_08_04____02_51_01_686903.pcap
2021-08-04 17:00:03	36011	Сенсор № 1036; Кейс № 7626; Воздействие так же направлено на следующие адреса: 77.243.12.233	ftp://ftp.cloud.gcm/traffic/1036/1628082904_2021_08_04____16_15_04_160853.pcap , ftp://ftp.cloud.gcm/traffic/1036/1628050781_2021_08_04____07_19_41_339754.pcap , ftp://ftp.cloud.gcm/traffic/1036/1628069390_2021_08_04____12_29_50_127331.pcap
2021-08-04 17:00:04	36012	Сенсор № 1052; Кейс № 7627;	ftp://ftp.cloud.gcm/traffic/1052/1628082437_2021_08_04____16_07_17_443885.pcap
2021-08-04 17:00:04	36013	Сенсор № 1017; Кейс № 7628;	ftp://ftp.cloud.gcm/traffic/1017/1628085157_2021_08_04____16_52_37_553503.pcap , ftp://ftp.cloud.gcm/traffic/1017/1628033576_2021_08_04____02_32_56_694303.pcap , ftp://ftp.cloud.gcm/traffic/1017/1628029895_2021_08_04____01_31_35_262864.pcap
2021-08-04 17:00:05	36014	Сенсор № 1053; Кейс № 7630;	ftp://ftp.cloud.gcm/traffic/1053/1628081175_2021_08_04____15_46_15_682194.pcap
2021-08-04 17:30:02	36015	Сенсор № 1069; Кейс № 7632;	ftp://ftp.cloud.gcm/traffic/1069/1628055416_2021_08_04____08_36_56_778036.pcap
2021-08-04 17:30:03	36016	Сенсор № 1053; Кейс № 7634;	ftp://ftp.cloud.gcm/traffic/1053/1628052469_2021_08_04____07_47_49_850302.pcap
2021-08-04 18:00:05	36017	Сенсор № 1125; Кейс № 7197;	ftp://ftp.cloud.gcm/traffic/1125/1627452420_2021_07_28____09_07_00_095015.pcap , ftp://ftp.cloud.gcm/traffic/1125/1627452396_2021_07_28____09_06_36_646078.pcap , ftp://ftp.cloud.gcm/traffic/1125/1627453986_2021_07_28____09_33_06_340047.pcap , ftp://ftp.cloud.gcm/traffic/1125/1627452416_2021_07_28____09_06_56_423455.pcap , ftp://ftp.cloud.gcm/traffic/1125/1627452413_2021_07_28____09_06_53_691136.pcap , ftp://ftp.cloud.gcm/traffic/1125/1627452390_2021_07_28____09_06_30_539198.pcap , ftp://ftp.cloud.gcm/traffic/1125/1627452312_2021_07_28____09_05_12_223807.pcap , ftp://ftp.cloud.gcm/traffic/1125/1627451698_2021_07_28____08_54_58_995189.pcap , ftp://ftp.cloud.gcm/traffic/1125/1627455905_2021_07_28____10_05_05_065694.pcap , ftp://ftp.cloud.gcm/traffic/1125/1627452512_2021_07_28____09_08_32_333065.pcap , ftp://ftp.cloud.gcm/traffic/1125/1627452424_2021_07_28____09_07_04_844873.pcap , ftp://ftp.cloud.gcm/traffic/1125/1627451706_2021_07_28____08_55_06_557908.pcap , ftp://ftp.cloud.gcm/traffic/1125/1627453919_2021_07_28____09_31_59_430638.pcap , ftp://ftp.cloud.gcm/traffic/1125/1627452380_2021_07_28____09_06_20_222994.pcap , ftp://ftp.cloud.gcm/traffic/1125/1627452304_2021_07_28____09_05_04_902318.pcap , ftp://ftp.cloud.gcm/traffic/1125/1627451997_2021_07_28____08_59_57_068728.pcap , ftp://ftp.cloud.gcm/traffic/1125/1627454789_2021_07_28____09_46_29_213547.pcap , ftp://ftp.cloud.gcm/traffic/1125/1627454677_2021_07_28____09_44_37_657715.pcap , ftp://ftp.cloud.gcm/traffic/1125/1627453509_2021_07_28____09_25_09_669432.pcap , ftp://ftp.cloud.gcm/traffic/1125/1627452376_2021_07_28____09_06_16_507124.pcap
