дата_обработки	№_карточки	№_сенсора_и_№_кейса	файлы_на_FTP
2021-10-04 07:00:02	37168	Сенсор № 1132; Кейс № 10257;	ftp://ftp.cloud.gcm/traffic/1132/1633104125_2021_10_01____19_02_05_178985.pcap
2021-10-04 07:00:02	37169	Сенсор № 1084; Кейс № 10259;	ftp://ftp.cloud.gcm/traffic/1084/1633119889_2021_10_01____23_24_49_284219.pcap
2021-10-04 07:00:03	37170	Сенсор № 1082; Кейс № 10260;	ftp://ftp.cloud.gcm/traffic/1082/1633124921_2021_10_02____00_48_41_602552.pcap
2021-10-04 07:00:03	37171	Сенсор № 1122; Кейс № 10261;	ftp://ftp.cloud.gcm/traffic/1122/1633122010_2021_10_02____00_00_10_388098.pcap
2021-10-04 07:00:03	37172	Сенсор № 1071; Кейс № 10262;	ftp://ftp.cloud.gcm/traffic/1071/1633141530_2021_10_02____05_25_30_487637.pcap
2021-10-04 07:00:04	37173	Сенсор № 1078; Кейс № 10263;	ftp://ftp.cloud.gcm/traffic/1078/1633136206_2021_10_02____03_56_46_297733.pcap
2021-10-04 07:00:04	37174	Сенсор № 1094; Кейс № 10264;	ftp://ftp.cloud.gcm/traffic/1094/1633136815_2021_10_02____04_06_55_274515.pcap
2021-10-04 07:00:08	37175	Сенсор № 1011; Кейс № 10265;	ftp://ftp.cloud.gcm/traffic/1011/1633137678_2021_10_02____04_21_18_086723.pcap
2021-10-04 07:00:09	37176	Сенсор № 1066; Кейс № 10266;	ftp://ftp.cloud.gcm/traffic/1066/1633140486_2021_10_02____05_08_06_757926.pcap
2021-10-04 07:00:09	37177	Сенсор № 1017; Кейс № 10274;	ftp://ftp.cloud.gcm/traffic/1017/1633144071_2021_10_02____06_07_51_174119.pcap
2021-10-04 07:00:09	37178	Сенсор № 1070; Кейс № 10273;	ftp://ftp.cloud.gcm/traffic/1070/1633145297_2021_10_02____06_28_17_901701.pcap
2021-10-04 07:00:10	37179	Сенсор № 1041; Кейс № 10270;	ftp://ftp.cloud.gcm/traffic/1041/1633106563_2021_10_01____19_42_43_841107.pcap
2021-10-04 07:00:10	37180	Сенсор № 1106; Кейс № 10269;	ftp://ftp.cloud.gcm/traffic/1106/1633119894_2021_10_01____23_24_54_284206.pcap
2021-10-04 07:00:11	37181	Сенсор № 1011; Кейс № 10256; Воздействие так же направлено на следующие адреса: 10.10.37.23, 10.10.21.106	ftp://ftp.cloud.gcm/traffic/1011/1633103532_2021_10_01____18_52_12_669050.pcap
2021-10-04 07:00:11	37182	Сенсор № 1065; Кейс № 10255;	ftp://ftp.cloud.gcm/traffic/1065/1633098935_2021_10_01____17_35_35_055520.pcap
2021-10-04 07:00:12	37183	Сенсор № 1117; Кейс № 10252;	ftp://ftp.cloud.gcm/traffic/1117/1633088570_2021_10_01____14_42_50_372786.pcap
2021-10-04 07:00:13	37184	Сенсор № 1036; Кейс № 10275;	ftp://ftp.cloud.gcm/traffic/1036/1633152662_2021_10_02____08_31_02_827662.pcap
2021-10-04 07:00:13	37185	Сенсор № 1022; Кейс № 10276;	ftp://ftp.cloud.gcm/traffic/1022/1633158240_2021_10_02____10_04_00_252902.pcap
2021-10-04 07:00:13	37186	Сенсор № 1104; Кейс № 10278;	ftp://ftp.cloud.gcm/traffic/1104/1633159235_2021_10_02____10_20_35_626116.pcap
2021-10-04 07:00:14	37187	Сенсор № 1065; Кейс № 10279;	ftp://ftp.cloud.gcm/traffic/1065/1633158875_2021_10_02____10_14_35_432005.pcap
2021-10-04 07:00:14	37188	Сенсор № 1013; Кейс № 10281;	ftp://ftp.cloud.gcm/traffic/1013/1633162858_2021_10_02____11_20_58_582841.pcap
2021-10-04 07:00:14	37189	Сенсор № 1115; Кейс № 10282;	ftp://ftp.cloud.gcm/traffic/1115/1633136210_2021_10_02____03_56_50_971193.pcap
2021-10-04 07:00:15	37190	Сенсор № 1094; Кейс № 10284;	ftp://ftp.cloud.gcm/traffic/1094/1633161040_2021_10_02____10_50_40_394399.pcap
2021-10-04 07:00:15	37191	Сенсор № 1072; Кейс № 10287;	ftp://ftp.cloud.gcm/traffic/1072/1633134686_2021_10_02____03_31_26_918077.pcap
2021-10-04 07:00:16	37192	Сенсор № 1106; Кейс № 10290;	ftp://ftp.cloud.gcm/traffic/1106/1633179841_2021_10_02____16_04_01_987155.pcap
2021-10-04 07:00:16	37193	Сенсор № 1053; Кейс № 10291;	ftp://ftp.cloud.gcm/traffic/1053/1633186120_2021_10_02____17_48_40_330915.pcap
2021-10-04 07:00:17	37194	Сенсор № 1076; Кейс № 10292;	ftp://ftp.cloud.gcm/traffic/1076/1633188924_2021_10_02____18_35_24_745752.pcap
2021-10-04 07:00:17	37195	Сенсор № 1065; Кейс № 10293;	ftp://ftp.cloud.gcm/traffic/1065/1633190384_2021_10_02____18_59_44_803426.pcap , ftp://ftp.cloud.gcm/traffic/1065/1633190425_2021_10_02____19_00_25_604031.pcap
2021-10-04 07:00:18	37196	Сенсор № 1030; Кейс № 10294;	ftp://ftp.cloud.gcm/traffic/1030/1633186983_2021_10_02____18_03_03_647896.pcap
2021-10-04 07:00:19	37197	Сенсор № 1130; Кейс № 10296;	ftp://ftp.cloud.gcm/traffic/1130/1633157822_2021_10_02____09_57_02_606540.pcap , ftp://ftp.cloud.gcm/traffic/1130/1633144850_2021_10_02____06_20_50_803140.pcap
2021-10-04 07:00:20	37198	Сенсор № 1002; Кейс № 10297;	ftp://ftp.cloud.gcm/traffic/1002/1633201611_2021_10_02____22_06_51_263434.pcap
2021-10-04 07:00:20	37199	Сенсор № 1048; Кейс № 10298;	ftp://ftp.cloud.gcm/traffic/1048/1633193608_2021_10_02____19_53_28_512538.pcap
2021-10-04 07:00:21	37200	Сенсор № 1037; Кейс № 10299;	ftp://ftp.cloud.gcm/traffic/1037/1633190125_2021_10_02____18_55_25_617795.pcap , ftp://ftp.cloud.gcm/traffic/1037/1633190166_2021_10_02____18_56_06_756745.pcap
2021-10-04 07:00:22	37201	Сенсор № 1002; Кейс № 10300; Воздействие так же направлено на следующие адреса: 95.173.136.80	ftp://ftp.cloud.gcm/traffic/1002/1633193606_2021_10_02____19_53_26_271366.pcap
2021-10-04 07:00:22	37202	Сенсор № 1030; Кейс № 10301;	ftp://ftp.cloud.gcm/traffic/1030/1633206192_2021_10_02____23_23_12_627655.pcap
2021-10-04 07:00:23	37203	Сенсор № 1117; Кейс № 10303;	ftp://ftp.cloud.gcm/traffic/1117/1633243735_2021_10_03____09_48_55_752847.pcap
2021-10-04 07:00:23	37204	Сенсор № 1030; Кейс № 10304;	ftp://ftp.cloud.gcm/traffic/1030/1633248697_2021_10_03____11_11_37_693105.pcap
2021-10-04 07:00:23	37205	Сенсор № 1079; Кейс № 10305; Воздействие так же направлено на следующие адреса: 91.223.37.104	ftp://ftp.cloud.gcm/traffic/1079/1633234470_2021_10_03____07_14_30_394602.pcap
2021-10-04 07:00:24	37206	Сенсор № 1006; Кейс № 10307; Воздействие так же направлено на следующие адреса: 185.24.244.12, 10.0.1.116, 10.0.1.54	ftp://ftp.cloud.gcm/traffic/1006/1633213587_2021_10_03____01_26_27_584080.pcap
2021-10-04 07:00:24	37207	Сенсор № 1076; Кейс № 10309;	ftp://ftp.cloud.gcm/traffic/1076/1633227755_2021_10_03____05_22_35_096439.pcap
2021-10-04 07:00:25	37208	Сенсор № 1002; Кейс № 10311;	ftp://ftp.cloud.gcm/traffic/1002/1633257456_2021_10_03____13_37_36_458960.pcap
2021-10-04 07:00:25	37209	Сенсор № 1106; Кейс № 10312;	ftp://ftp.cloud.gcm/traffic/1106/1633243630_2021_10_03____09_47_10_721826.pcap
2021-10-04 07:00:25	37210	Сенсор № 1030; Кейс № 10313;	ftp://ftp.cloud.gcm/traffic/1030/1633231833_2021_10_03____06_30_33_931896.pcap
2021-10-04 07:00:26	37211	Сенсор № 1002; Кейс № 10315;	ftp://ftp.cloud.gcm/traffic/1002/1633226656_2021_10_03____05_04_16_991622.pcap
2021-10-04 07:00:26	37212	Сенсор № 1002; Кейс № 10316;	ftp://ftp.cloud.gcm/traffic/1002/1633226450_2021_10_03____05_00_50_551875.pcap
2021-10-04 07:00:26	37213	Сенсор № 1106; Кейс № 10317;	ftp://ftp.cloud.gcm/traffic/1106/1633213341_2021_10_03____01_22_21_831369.pcap
2021-10-04 07:00:27	37214	Сенсор № 1120; Кейс № 10318;	ftp://ftp.cloud.gcm/traffic/1120/1633267368_2021_10_03____16_22_48_826079.pcap
2021-10-04 07:00:27	37215	Сенсор № 1071; Кейс № 10321;	ftp://ftp.cloud.gcm/traffic/1071/1633270320_2021_10_03____17_12_00_115652.pcap
2021-10-04 07:00:28	37216	Сенсор № 1010; Кейс № 10322;	ftp://ftp.cloud.gcm/traffic/1010/1633281018_2021_10_03____20_10_18_133263.pcap
2021-10-04 07:00:28	37217	Сенсор № 1072; Кейс № 10323;	ftp://ftp.cloud.gcm/traffic/1072/1633284352_2021_10_03____21_05_52_283074.pcap
2021-10-04 07:00:28	37218	Сенсор № 1062; Кейс № 10324;	ftp://ftp.cloud.gcm/traffic/1062/1633279931_2021_10_03____19_52_11_643051.pcap
2021-10-04 07:30:02	37219	Сенсор № 1049; Кейс № 10326;	ftp://ftp.cloud.gcm/traffic/1049/1633300078_2021_10_04____01_27_58_291394.pcap
2021-10-04 08:00:01	37220	Сенсор № 1123; Кейс № 10328;	ftp://ftp.cloud.gcm/traffic/1123/1633311856_2021_10_04____04_44_16_946785.pcap
2021-10-04 08:30:01	37221	Сенсор № 1010; Кейс № 10325;	ftp://ftp.cloud.gcm/traffic/1010/1633324365_2021_10_04____08_12_45_743225.pcap , ftp://ftp.cloud.gcm/traffic/1010/1633283445_2021_10_03____20_50_45_634376.pcap
2021-10-04 09:30:01	37222	Сенсор № 1002; Кейс № 10329;	ftp://ftp.cloud.gcm/traffic/1002/1633307529_2021_10_04____03_32_09_440814.pcap
2021-10-04 09:30:01	37223	Сенсор № 1052; Кейс № 10320;	ftp://ftp.cloud.gcm/traffic/1052/1633272199_2021_10_03____17_43_19_409914.pcap
2021-10-04 09:30:02	37224	Сенсор № 1052; Кейс № 10319;	ftp://ftp.cloud.gcm/traffic/1052/1633272202_2021_10_03____17_43_22_089395.pcap
2021-10-04 10:30:02	37225	Сенсор № 1129; Кейс № 10330;	ftp://ftp.cloud.gcm/traffic/1129/1633328430_2021_10_04____09_20_30_103443.pcap
2021-10-04 10:30:08	37226	Сенсор № 1100; Кейс № 10310;	ftp://ftp.cloud.gcm/traffic/1100/1633215841_2021_10_03____02_04_01_625906.pcap
2021-10-04 11:00:01	37227	Сенсор № 1002; Кейс № 10306;	ftp://ftp.cloud.gcm/traffic/1002/1633230021_2021_10_03____06_00_21_311643.pcap
2021-10-04 11:00:02	37228	Сенсор № 1066; Кейс № 10327;	ftp://ftp.cloud.gcm/traffic/1066/1633327081_2021_10_04____08_58_01_106955.pcap , ftp://ftp.cloud.gcm/traffic/1066/1633303934_2021_10_04____02_32_14_470700.pcap
2021-10-04 11:00:02	37229	Сенсор № 1106; Кейс № 10331;	ftp://ftp.cloud.gcm/traffic/1106/1633333320_2021_10_04____10_42_00_858911.pcap
2021-10-04 11:00:03	37230	Сенсор № 1036; Кейс № 10332;	ftp://ftp.cloud.gcm/traffic/1036/1633325324_2021_10_04____08_28_44_205881.pcap
2021-10-04 11:00:08	37231	Сенсор № 1002; Кейс № 10334;	ftp://ftp.cloud.gcm/traffic/1002/1633330360_2021_10_04____09_52_40_634619.pcap
2021-10-04 11:00:09	37232	Сенсор № 1139; Кейс № 10031;	ftp://ftp.cloud.gcm/traffic/1139/1632726056_2021_09_27____10_00_56_227125.pcap
