дата_обработки	№_карточки	№_сенсора_и_№_кейса	файлы_на_FTP
2021-12-15 09:54:15	39062	Сенсор № 1070; Кейс № 14562; Воздействие так же направлено на следующие адреса: 62.33.223.106, 62.33.223.97, 62.33.223.112, 62.33.223.105	ftp://ftp.cloud.gcm/traffic/1070/1639496638_2021_12_14____18_43_58_079360.pcap
2021-12-15 09:54:15	39063	Сенсор № 1052; Кейс № 14550; Воздействие так же направлено на следующие адреса: 194.226.26.19	ftp://ftp.cloud.gcm/traffic/1052/1639470752_2021_12_14____11_32_32_831980.pcap
2021-12-15 09:54:16	39064	Сенсор № 1002; Кейс № 14564;	ftp://ftp.cloud.gcm/traffic/1002/1639496411_2021_12_14____18_40_11_783806.pcap
2021-12-15 09:54:16	39065	Сенсор № 1037; Кейс № 14565;	ftp://ftp.cloud.gcm/traffic/1037/1639495788_2021_12_14____18_29_48_399764.pcap
2021-12-15 09:54:16	39066	Сенсор № 1134; Кейс № 14566;	ftp://ftp.cloud.gcm/traffic/1134/1639495656_2021_12_14____18_27_36_499344.pcap
2021-12-15 09:54:17	39067	Сенсор № 1002; Кейс № 14644;	ftp://ftp.cloud.gcm/traffic/1002/1639534866_2021_12_15____05_21_06_446783.pcap
2021-12-15 09:54:17	39068	Сенсор № 1139; Кейс № 14645;	ftp://ftp.cloud.gcm/traffic/1139/1639531566_2021_12_15____04_26_06_408219.pcap
2021-12-15 09:54:17	39069	Сенсор № 1106; Кейс № 14568;	ftp://ftp.cloud.gcm/traffic/1106/1639486813_2021_12_14____16_00_13_857291.pcap
2021-12-15 09:54:18	39070	Сенсор № 1002; Кейс № 14646; Воздействие так же направлено на следующие адреса: 95.173.136.162	ftp://ftp.cloud.gcm/traffic/1002/1639526629_2021_12_15____03_03_49_355761.pcap
2021-12-15 09:54:18	39071	Сенсор № 1002; Кейс № 14647;	ftp://ftp.cloud.gcm/traffic/1002/1639515078_2021_12_14____23_51_18_586370.pcap
2021-12-15 09:54:19	39072	Сенсор № 1053; Кейс № 14648;	ftp://ftp.cloud.gcm/traffic/1053/1639545871_2021_12_15____08_24_31_639567.pcap
2021-12-15 11:30:02	39073	Сенсор № 1028; Кейс № 14652; Воздействие так же направлено на следующие адреса: 91.223.217.246, 91.223.217.102	ftp://ftp.cloud.gcm/traffic/1028/1639554654_2021_12_15____10_50_54_916049.pcap , ftp://ftp.cloud.gcm/traffic/1028/1639521095_2021_12_15____01_31_35_478694.pcap , ftp://ftp.cloud.gcm/traffic/1028/1639544117_2021_12_15____07_55_17_034810.pcap
