дата_обработки	№_карточки	№_сенсора_и_№_кейса	файлы_на_FTP
2021-10-05 07:00:03	37249	Сенсор № 1108; Кейс № 10362;	ftp://ftp.cloud.gcm/traffic/1108/1633358872_2021_10_04____17_47_52_847612.pcap
2021-10-05 07:00:05	37250	Сенсор № 1070; Кейс № 10338;	ftp://ftp.cloud.gcm/traffic/1070/1633375258_2021_10_04____22_20_58_556908.pcap , ftp://ftp.cloud.gcm/traffic/1070/1633373937_2021_10_04____21_58_57_097869.pcap , ftp://ftp.cloud.gcm/traffic/1070/1633358223_2021_10_04____17_37_03_258495.pcap , ftp://ftp.cloud.gcm/traffic/1070/1633349096_2021_10_04____15_04_56_901869.pcap , ftp://ftp.cloud.gcm/traffic/1070/1633295546_2021_10_04____00_12_26_908652.pcap , ftp://ftp.cloud.gcm/traffic/1070/1633311428_2021_10_04____04_37_08_217467.pcap , ftp://ftp.cloud.gcm/traffic/1070/1633319267_2021_10_04____06_47_47_937792.pcap
2021-10-05 07:00:09	37251	Сенсор № 1070; Кейс № 10364;	ftp://ftp.cloud.gcm/traffic/1070/1633358673_2021_10_04____17_44_33_492402.pcap
2021-10-05 08:00:04	37252	Сенсор № 1072; Кейс № 10333; Воздействие так же направлено на следующие адреса: 91.201.209.251, 91.201.209.243, 91.201.209.242, 91.201.209.252	ftp://ftp.cloud.gcm/traffic/1072/1633368200_2021_10_04____20_23_20_003504.pcap , ftp://ftp.cloud.gcm/traffic/1072/1633367979_2021_10_04____20_19_39_349582.pcap , ftp://ftp.cloud.gcm/traffic/1072/1633355372_2021_10_04____16_49_32_974545.pcap , ftp://ftp.cloud.gcm/traffic/1072/1633304811_2021_10_04____02_46_51_284377.pcap , ftp://ftp.cloud.gcm/traffic/1072/1633320821_2021_10_04____07_13_41_211169.pcap , ftp://ftp.cloud.gcm/traffic/1072/1633323893_2021_10_04____08_04_53_165506.pcap
2021-10-05 08:30:02	37253	Сенсор № 1072; Кейс № 10366;	ftp://ftp.cloud.gcm/traffic/1072/1633358785_2021_10_04____17_46_25_080698.pcap
2021-10-05 09:00:03	37254	Сенсор № 1095; Кейс № 10367; Воздействие так же направлено на следующие адреса: 93.187.182.232	ftp://ftp.cloud.gcm/traffic/1095/1633370113_2021_10_04____20_55_13_882585.pcap , ftp://ftp.cloud.gcm/traffic/1095/1633374985_2021_10_04____22_16_25_388240.pcap , ftp://ftp.cloud.gcm/traffic/1095/1633374987_2021_10_04____22_16_27_758299.pcap , ftp://ftp.cloud.gcm/traffic/1095/1633379740_2021_10_04____23_35_40_402215.pcap , ftp://ftp.cloud.gcm/traffic/1095/1633379742_2021_10_04____23_35_42_785536.pcap
2021-10-05 10:00:01	37255	Сенсор № 1135; Кейс № 10277;	ftp://ftp.cloud.gcm/traffic/1135/1633151067_2021_10_02____08_04_27_003174.pcap
2021-10-05 10:30:02	37256	Сенсор № 1072; Кейс № 10368; Воздействие так же направлено на следующие адреса: 91.201.209.250, 91.201.209.251, 91.201.209.252, 91.201.209.243, 91.201.209.242	ftp://ftp.cloud.gcm/traffic/1072/1633397997_2021_10_05____04_39_57_592700.pcap , ftp://ftp.cloud.gcm/traffic/1072/1633398000_2021_10_05____04_40_00_585919.pcap , ftp://ftp.cloud.gcm/traffic/1072/1633398000_2021_10_05____04_40_00_024403.pcap , ftp://ftp.cloud.gcm/traffic/1072/1633398204_2021_10_05____04_43_24_276313.pcap , ftp://ftp.cloud.gcm/traffic/1072/1633403740_2021_10_05____06_15_40_082937.pcap , ftp://ftp.cloud.gcm/traffic/1072/1633405493_2021_10_05____06_44_53_404459.pcap , ftp://ftp.cloud.gcm/traffic/1072/1633407415_2021_10_05____07_16_55_356982.pcap , ftp://ftp.cloud.gcm/traffic/1072/1633413329_2021_10_05____08_55_29_235026.pcap , ftp://ftp.cloud.gcm/traffic/1072/1633415586_2021_10_05____09_33_06_475729.pcap , ftp://ftp.cloud.gcm/traffic/1072/1633417512_2021_10_05____10_05_12_384839.pcap , ftp://ftp.cloud.gcm/traffic/1072/1633417515_2021_10_05____10_05_15_487798.pcap
2021-10-05 12:00:01	37257	Сенсор № 1038; Кейс № 10372;	ftp://ftp.cloud.gcm/traffic/1038/1633414588_2021_10_05____09_16_28_379925.pcap
2021-10-05 12:00:02	37258	Сенсор № 1070; Кейс № 10374;	ftp://ftp.cloud.gcm/traffic/1070/1633407340_2021_10_05____07_15_40_721867.pcap
2021-10-05 13:00:02	37259	Сенсор № 1008; Кейс № 10376;	ftp://ftp.cloud.gcm/traffic/1008/1633424512_2021_10_05____12_01_52_813734.pcap
2021-10-05 13:30:02	37260	Сенсор № 1117; Кейс № 10377;	ftp://ftp.cloud.gcm/traffic/1117/1633427028_2021_10_05____12_43_48_831802.pcap
2021-10-05 13:30:21	37261	Сенсор № 1028; Кейс № 10375;	ftp://ftp.cloud.gcm/traffic/1028/1633424424_2021_10_05____12_00_24_210852.pcap
2021-10-05 14:00:02	37262	Сенсор № 1084; Кейс № 10378;	ftp://ftp.cloud.gcm/traffic/1084/1633428757_2021_10_05____13_12_37_373723.pcap
2021-10-05 14:00:02	37263	Сенсор № 1048; Кейс № 10379;	ftp://ftp.cloud.gcm/traffic/1048/1633392015_2021_10_05____03_00_15_142447.pcap
2021-10-05 16:00:03	37264	Сенсор № 1079; Кейс № 10382;	ftp://ftp.cloud.gcm/traffic/1079/1633436370_2021_10_05____15_19_30_455369.pcap , ftp://ftp.cloud.gcm/traffic/1079/1633438058_2021_10_05____15_47_38_191262.pcap
2021-10-05 16:30:02	37265	Сенсор № 1059; Кейс № 10383;	ftp://ftp.cloud.gcm/traffic/1059/1633440018_2021_10_05____16_20_18_083360.pcap , ftp://ftp.cloud.gcm/traffic/1059/1633439519_2021_10_05____16_11_59_455644.pcap
2021-10-05 17:30:02	37266	Сенсор № 1065; Кейс № 10384;	ftp://ftp.cloud.gcm/traffic/1065/1633441393_2021_10_05____16_43_13_889071.pcap
2021-10-05 18:00:01	37267	Сенсор № 1035; Кейс № 10385;	ftp://ftp.cloud.gcm/traffic/1035/1633439517_2021_10_05____16_11_57_125147.pcap
