дата_обработки	№_карточки	№_сенсора_и_№_кейса	файлы_на_FTP
2021-07-09 09:00:02	35219	Сенсор № 1054; Кейс № 6185;	ftp://ftp.cloud.gcm/traffic/1054/1625744817_2021_07_08____14_46_57_224006.pcap
2021-07-09 09:00:03	35220	Сенсор № 1119; Кейс № 6083;	ftp://ftp.cloud.gcm/traffic/1119/1625538851_2021_07_06____05_34_11_391379.pcap
2021-07-09 09:00:03	35221	Сенсор № 1072; Кейс № 6188;	ftp://ftp.cloud.gcm/traffic/1072/1625754406_2021_07_08____17_26_46_305901.pcap
2021-07-09 09:00:04	35222	Сенсор № 1052; Кейс № 6189;	ftp://ftp.cloud.gcm/traffic/1052/1625757628_2021_07_08____18_20_28_127784.pcap
2021-07-09 09:00:04	35223	Сенсор № 1035; Кейс № 6187; Воздействие так же направлено на следующие адреса: 77.241.19.212	ftp://ftp.cloud.gcm/traffic/1035/1625757705_2021_07_08____18_21_45_648105.pcap , ftp://ftp.cloud.gcm/traffic/1035/1625756511_2021_07_08____18_01_51_536877.pcap , ftp://ftp.cloud.gcm/traffic/1035/1625756446_2021_07_08____18_00_46_514071.pcap , ftp://ftp.cloud.gcm/traffic/1035/1625757634_2021_07_08____18_20_34_465148.pcap
2021-07-09 09:00:05	35224	Сенсор № 1099; Кейс № 6193;	ftp://ftp.cloud.gcm/traffic/1099/1625757257_2021_07_08____18_14_17_764487.pcap
2021-07-09 09:00:06	35225	Сенсор № 1052; Кейс № 6197;	ftp://ftp.cloud.gcm/traffic/1052/1625760291_2021_07_08____19_04_51_255560.pcap
2021-07-09 09:00:06	35226	Сенсор № 1070; Кейс № 6200;	ftp://ftp.cloud.gcm/traffic/1070/1625701761_2021_07_08____02_49_21_546290.pcap
2021-07-09 09:00:07	35227	Сенсор № 1065; Кейс № 6202;	ftp://ftp.cloud.gcm/traffic/1065/1625736753_2021_07_08____12_32_33_659974.pcap
2021-07-09 09:00:07	35228	Сенсор № 1133; Кейс № 6195;	ftp://ftp.cloud.gcm/traffic/1133/1625695328_2021_07_08____01_02_08_680030.pcap
2021-07-09 09:00:07	35229	Сенсор № 1099; Кейс № 6203;	ftp://ftp.cloud.gcm/traffic/1099/1625757852_2021_07_08____18_24_12_696968.pcap
2021-07-09 09:00:08	35230	Сенсор № 1017; Кейс № 6205;	ftp://ftp.cloud.gcm/traffic/1017/1625761970_2021_07_08____19_32_50_047227.pcap
2021-07-09 09:00:09	35231	Сенсор № 1130; Кейс № 6206;	ftp://ftp.cloud.gcm/traffic/1130/1625761476_2021_07_08____19_24_36_717189.pcap
2021-07-09 09:00:10	35232	Сенсор № 1135; Кейс № 6207; Воздействие так же направлено на следующие адреса: 217.107.78.57	ftp://ftp.cloud.gcm/traffic/1135/1625703840_2021_07_08____03_24_00_348595.pcap
2021-07-09 09:00:10	35233	Сенсор № 1106; Кейс № 6204; Воздействие так же направлено на следующие адреса: 212.22.95.37	ftp://ftp.cloud.gcm/traffic/1106/1625762469_2021_07_08____19_41_09_095339.pcap
2021-07-09 09:00:11	35234	Сенсор № 1140; Кейс № 6208; Воздействие так же направлено на следующие адреса: 212.3.156.77	ftp://ftp.cloud.gcm/traffic/1140/1625762107_2021_07_08____19_35_07_948503.pcap
2021-07-09 09:00:11	35235	Сенсор № 1054; Кейс № 6209; Воздействие так же направлено на следующие адреса: 144.206.7.1, 144.206.7.116, 144.206.7.196	ftp://ftp.cloud.gcm/traffic/1054/1625760032_2021_07_08____19_00_32_157815.pcap , ftp://ftp.cloud.gcm/traffic/1054/1625760059_2021_07_08____19_00_59_249845.pcap
2021-07-09 09:00:11	35236	Сенсор № 1017; Кейс № 6210;	ftp://ftp.cloud.gcm/traffic/1017/1625762820_2021_07_08____19_47_00_534281.pcap
2021-07-09 09:00:12	35237	Сенсор № 1065; Кейс № 6211;	ftp://ftp.cloud.gcm/traffic/1065/1625763407_2021_07_08____19_56_47_580673.pcap
2021-07-09 09:00:13	35238	Сенсор № 1082; Кейс № 6212;	ftp://ftp.cloud.gcm/traffic/1082/1625763038_2021_07_08____19_50_38_524057.pcap
