дата_обработки	№_карточки	№_сенсора_и_№_кейса	файлы_на_FTP
2021-07-06 09:00:04	35130	Сенсор № 1017; Кейс № 6023;	ftp://ftp.cloud.gcm/traffic/1017/1625450076_2021_07_05____04_54_36_120094.pcap , ftp://ftp.cloud.gcm/traffic/1017/1625444706_2021_07_05____03_25_06_501811.pcap
2021-07-06 09:00:07	35131	Сенсор № 1065; Кейс № 6025;	ftp://ftp.cloud.gcm/traffic/1065/1625469043_2021_07_05____10_10_43_513902.pcap
2021-07-06 09:00:07	35132	Сенсор № 1106; Кейс № 6026; Воздействие так же направлено на следующие адреса: 212.22.95.45	ftp://ftp.cloud.gcm/traffic/1106/1625502224_2021_07_05____19_23_44_717401.pcap , ftp://ftp.cloud.gcm/traffic/1106/1625502194_2021_07_05____19_23_14_481265.pcap , ftp://ftp.cloud.gcm/traffic/1106/1625500722_2021_07_05____18_58_42_057447.pcap
2021-07-06 09:00:08	35133	Сенсор № 1106; Кейс № 6027; Воздействие так же направлено на следующие адреса: 212.22.95.37	ftp://ftp.cloud.gcm/traffic/1106/1625475438_2021_07_05____11_57_18_594061.pcap , ftp://ftp.cloud.gcm/traffic/1106/1625441541_2021_07_05____02_32_21_278994.pcap , ftp://ftp.cloud.gcm/traffic/1106/1625453310_2021_07_05____05_48_30_222244.pcap , ftp://ftp.cloud.gcm/traffic/1106/1625456601_2021_07_05____06_43_21_008136.pcap , ftp://ftp.cloud.gcm/traffic/1106/1625441539_2021_07_05____02_32_19_043810.pcap
2021-07-06 09:00:09	35134	Сенсор № 1106; Кейс № 6028;	ftp://ftp.cloud.gcm/traffic/1106/1625447641_2021_07_05____04_14_01_876997.pcap
2021-07-06 09:00:14	35135	Сенсор № 1051; Кейс № 6033;	
2021-07-06 09:00:14	35136	Сенсор № 1036; Кейс № 6034;	ftp://ftp.cloud.gcm/traffic/1036/1625517625_2021_07_05____23_40_25_178732.pcap
2021-07-06 09:00:14	35137	Сенсор № 1036; Кейс № 6035;	ftp://ftp.cloud.gcm/traffic/1036/1625515134_2021_07_05____22_58_54_629878.pcap
2021-07-06 09:00:15	35138	Сенсор № 1036; Кейс № 6036;	ftp://ftp.cloud.gcm/traffic/1036/1625514035_2021_07_05____22_40_35_588417.pcap , ftp://ftp.cloud.gcm/traffic/1036/1625508740_2021_07_05____21_12_20_257153.pcap , ftp://ftp.cloud.gcm/traffic/1036/1625509154_2021_07_05____21_19_14_315286.pcap
2021-07-06 09:00:15	35139	Сенсор № 1017; Кейс № 6037;	ftp://ftp.cloud.gcm/traffic/1017/1625507017_2021_07_05____20_43_37_471850.pcap
2021-07-06 09:00:15	35140	Сенсор № 1012; Кейс № 6038;	ftp://ftp.cloud.gcm/traffic/1012/1625518813_2021_07_06____00_00_13_056894.pcap
2021-07-06 09:00:16	35141	Сенсор № 1072; Кейс № 6040;	ftp://ftp.cloud.gcm/traffic/1072/1625513581_2021_07_05____22_33_01_046297.pcap
2021-07-06 09:30:01	35142	Сенсор № 1002; Кейс № 6041;	ftp://ftp.cloud.gcm/traffic/1002/1625503738_2021_07_05____19_48_58_989623.pcap
2021-07-06 10:00:01	35143	Сенсор № 1028; Кейс № 6042;	ftp://ftp.cloud.gcm/traffic/1028/1625510386_2021_07_05____21_39_46_872687.pcap
2021-07-06 10:00:01	35144	Сенсор № 1135; Кейс № 6043;	ftp://ftp.cloud.gcm/traffic/1135/1625518789_2021_07_05____23_59_49_513671.pcap
2021-07-06 10:00:02	35145	Сенсор № 1130; Кейс № 6044; Воздействие так же направлено на следующие адреса: 10.67.140.139	ftp://ftp.cloud.gcm/traffic/1130/1625518780_2021_07_05____23_59_40_201744.pcap
2021-07-06 11:00:02	35146	Сенсор № 1080; Кейс № 6046;	ftp://ftp.cloud.gcm/traffic/1080/1625555369_2021_07_06____10_09_29_276940.pcap
2021-07-06 11:30:02	35147	Сенсор № 1012; Кейс № 6048;	ftp://ftp.cloud.gcm/traffic/1012/1625557912_2021_07_06____10_51_52_258668.pcap
2021-07-06 11:30:06	35148	Сенсор № 1028; Кейс № 6049;	ftp://ftp.cloud.gcm/traffic/1028/1625557625_2021_07_06____10_47_05_341766.pcap
2021-07-06 12:00:04	35149	Сенсор № 1106; Кейс № 6053; Воздействие так же направлено на следующие адреса: 212.22.95.37	ftp://ftp.cloud.gcm/traffic/1106/1625548119_2021_07_06____08_08_39_150119.pcap , ftp://ftp.cloud.gcm/traffic/1106/1625547822_2021_07_06____08_03_42_196475.pcap , ftp://ftp.cloud.gcm/traffic/1106/1625547824_2021_07_06____08_03_44_418129.pcap , ftp://ftp.cloud.gcm/traffic/1106/1625529613_2021_07_06____03_00_13_092130.pcap , ftp://ftp.cloud.gcm/traffic/1106/1625523908_2021_07_06____01_25_08_761542.pcap , ftp://ftp.cloud.gcm/traffic/1106/1625558711_2021_07_06____11_05_11_113900.pcap , ftp://ftp.cloud.gcm/traffic/1106/1625537667_2021_07_06____05_14_27_499375.pcap , ftp://ftp.cloud.gcm/traffic/1106/1625528705_2021_07_06____02_45_05_562850.pcap , ftp://ftp.cloud.gcm/traffic/1106/1625526208_2021_07_06____02_03_28_264890.pcap
2021-07-06 12:00:04	35150	Сенсор № 1012; Кейс № 6052;	ftp://ftp.cloud.gcm/traffic/1012/1625555371_2021_07_06____10_09_31_397330.pcap
2021-07-06 12:00:04	35151	Сенсор № 1134; Кейс № 6054;	ftp://ftp.cloud.gcm/traffic/1134/1625560069_2021_07_06____11_27_49_765597.pcap
2021-07-06 12:00:04	35152	Сенсор № 1113; Кейс № 5965;	ftp://ftp.cloud.gcm/traffic/1113/1625280814_2021_07_03____05_53_34_791941.pcap
2021-07-06 12:00:05	35153	Сенсор № 1054; Кейс № 5950;	ftp://ftp.cloud.gcm/traffic/1054/1625291333_2021_07_03____08_48_53_763297.pcap
2021-07-06 12:00:06	35154	Сенсор № 1019; Кейс № 6045;	ftp://ftp.cloud.gcm/traffic/1019/1625473515_2021_07_05____11_25_15_938915.pcap , ftp://ftp.cloud.gcm/traffic/1019/1625469746_2021_07_05____10_22_26_526135.pcap
2021-07-06 12:30:02	35155	Сенсор № 1002; Кейс № 6057;	ftp://ftp.cloud.gcm/traffic/1002/1625536654_2021_07_06____04_57_34_243534.pcap
2021-07-06 13:00:02	35156	Сенсор № 1052; Кейс № 6061; Воздействие так же направлено на следующие адреса: 194.226.26.98	ftp://ftp.cloud.gcm/traffic/1052/1625531287_2021_07_06____03_28_07_901628.pcap
2021-07-06 14:00:02	35157	Сенсор № 1059; Кейс № 6072;	ftp://ftp.cloud.gcm/traffic/1059/1625550420_2021_07_06____08_47_00_354047.pcap , ftp://ftp.cloud.gcm/traffic/1059/1625560555_2021_07_06____11_35_55_393409.pcap , ftp://ftp.cloud.gcm/traffic/1059/1625550211_2021_07_06____08_43_31_384734.pcap
2021-07-06 14:30:02	35158	Сенсор № 1028; Кейс № 6073;	ftp://ftp.cloud.gcm/traffic/1028/1625560739_2021_07_06____11_38_59_303478.pcap , ftp://ftp.cloud.gcm/traffic/1028/1625560741_2021_07_06____11_39_01_570601.pcap
2021-07-06 14:30:02	35159	Сенсор № 1123; Кейс № 6059;	ftp://ftp.cloud.gcm/traffic/1123/1625541156_2021_07_06____06_12_36_583613.pcap
2021-07-06 14:30:04	35160	Сенсор № 1028; Кейс № 6074; Воздействие так же направлено на следующие адреса: 91.223.217.133, 91.223.217.114	ftp://ftp.cloud.gcm/traffic/1028/1625546716_2021_07_06____07_45_16_904126.pcap , ftp://ftp.cloud.gcm/traffic/1028/1625563597_2021_07_06____12_26_37_800751.pcap , ftp://ftp.cloud.gcm/traffic/1028/1625531443_2021_07_06____03_30_43_737540.pcap
2021-07-06 14:30:05	35161	Сенсор № 1017; Кейс № 6075;	ftp://ftp.cloud.gcm/traffic/1017/1625539715_2021_07_06____05_48_35_119399.pcap , ftp://ftp.cloud.gcm/traffic/1017/1625539257_2021_07_06____05_40_57_652331.pcap , ftp://ftp.cloud.gcm/traffic/1017/1625538039_2021_07_06____05_20_39_425570.pcap , ftp://ftp.cloud.gcm/traffic/1017/1625533619_2021_07_06____04_06_59_601807.pcap , ftp://ftp.cloud.gcm/traffic/1017/1625522496_2021_07_06____01_01_36_694939.pcap
2021-07-06 14:30:05	35162	Сенсор № 1070; Кейс № 6076; Воздействие так же направлено на следующие адреса: 62.33.223.109, 62.33.223.106, 62.33.223.115	ftp://ftp.cloud.gcm/traffic/1070/1625554816_2021_07_06____10_00_16_404756.pcap
2021-07-06 14:30:06	35163	Сенсор № 1036; Кейс № 6077; Воздействие так же направлено на следующие адреса: 188.254.49.99	ftp://ftp.cloud.gcm/traffic/1036/1625519383_2021_07_06____00_09_43_871511.pcap , ftp://ftp.cloud.gcm/traffic/1036/1625533783_2021_07_06____04_09_43_840782.pcap
2021-07-06 15:30:01	35164	Сенсор № 1076; Кейс № 6079;	ftp://ftp.cloud.gcm/traffic/1076/1625518823_2021_07_06____00_00_23_834773.pcap
2021-07-06 15:30:02	35165	Сенсор № 1076; Кейс № 6080;	ftp://ftp.cloud.gcm/traffic/1076/1625518828_2021_07_06____00_00_28_672113.pcap
2021-07-06 17:00:02	35166	Сенсор № 1054; Кейс № 6089;	ftp://ftp.cloud.gcm/traffic/1054/1625531299_2021_07_06____03_28_19_360255.pcap
2021-07-06 18:00:02	35167	Сенсор № 1132; Кейс № 6087;	ftp://ftp.cloud.gcm/traffic/1132/1625518800_2021_07_06____00_00_00_851768.pcap , ftp://ftp.cloud.gcm/traffic/1132/1625531290_2021_07_06____03_28_10_106844.pcap
2021-07-06 18:30:02	35168	Сенсор № 1106; Кейс № 6093;	ftp://ftp.cloud.gcm/traffic/1106/1625580016_2021_07_06____17_00_16_499703.pcap
2021-07-06 18:30:02	35169	Сенсор № 1132; Кейс № 6094;	ftp://ftp.cloud.gcm/traffic/1132/1625525344_2021_07_06____01_49_04_573521.pcap
2021-07-06 18:30:02	35170	Сенсор № 1006; Кейс № 6095;	ftp://ftp.cloud.gcm/traffic/1006/1625531294_2021_07_06____03_28_14_509764.pcap , ftp://ftp.cloud.gcm/traffic/1006/1625584191_2021_07_06____18_09_51_137445.pcap
2021-07-06 18:30:03	35171	Сенсор № 1067; Кейс № 5784;	ftp://ftp.cloud.gcm/traffic/1067/1624948831_2021_06_29____09_40_31_416864.pcap
